FID	IID	phenotype
HG00759	HG00759	3.133263197562164
HG00766	HG00766	2.357291475276935
HG00844	HG00844	1.2492677257130047
HG00851	HG00851	0.7889373517668791
HG00864	HG00864	5.742723133314134
HG00867	HG00867	7.830144623438614
HG00879	HG00879	8.025955662602643
HG00881	HG00881	1.8472016004469083
HG00956	HG00956	2.1500508087055574
HG00978	HG00978	5.192893431119145
HG00982	HG00982	2.0163960219428336
HG01028	HG01028	3.418614273476665
HG01029	HG01029	5.4166542654252225
HG01031	HG01031	1.542875989985916
HG01046	HG01046	5.379539550745599
HG01047	HG01047	2.4448217217078025
HG01048	HG01048	1.701689722540654
HG01049	HG01049	5.293976768667431
HG01051	HG01051	6.141410088180506
HG01052	HG01052	-1.994063068993798
HG01054	HG01054	4.574855225519752
HG01055	HG01055	4.789349312057684
HG01058	HG01058	0.675185375507517
HG01060	HG01060	0.9469415128778959
HG01061	HG01061	5.248040990579817
HG01063	HG01063	1.3261005099680891
HG01064	HG01064	2.6505692864122894
HG01066	HG01066	2.11658366339426
HG01067	HG01067	3.8432276188163037
HG01069	HG01069	5.856395567800384
HG01070	HG01070	1.32874371855964
HG01072	HG01072	3.675558014345718
HG01073	HG01073	7.453537763540157
HG01075	HG01075	6.662722841562726
HG01077	HG01077	1.6814823364421572
HG01079	HG01079	-0.8766667309324778
HG01080	HG01080	1.3669064341542942
HG01082	HG01082	-3.133587599337112
HG01083	HG01083	-4.571958101522139
HG01085	HG01085	1.323028828960996
HG01086	HG01086	-0.6426241420466619
HG01088	HG01088	1.9645155855536154
HG01089	HG01089	1.6022044771699326
HG01092	HG01092	0.7961705682988061
HG01094	HG01094	4.240569171952169
HG01095	HG01095	5.222094418958059
HG01097	HG01097	1.2006941263876418
HG01098	HG01098	1.966836277997065
HG01101	HG01101	0.9000337292090983
HG01102	HG01102	3.4115596410622158
HG01104	HG01104	-1.585830212345439
HG01105	HG01105	-0.6255469955791121
HG01107	HG01107	1.1711388874178827
HG01108	HG01108	4.91931315224289
HG01110	HG01110	-5.1028248537747665
HG01111	HG01111	3.741205880604818
HG01112	HG01112	-1.3514316995594255
HG01113	HG01113	-1.5816441085207122
HG01119	HG01119	-1.3500564268887556
HG01121	HG01121	6.551731397064486
HG01122	HG01122	3.2808433494413163
HG01124	HG01124	-0.7318191827637701
HG01125	HG01125	1.8973344709997553
HG01130	HG01130	2.839560076029726
HG01131	HG01131	4.855982119002228
HG01133	HG01133	1.9313302406846187
HG01134	HG01134	2.8234463390808315
HG01136	HG01136	6.838207724170904
HG01137	HG01137	0.303412142354766
HG01139	HG01139	3.3238288658045256
HG01140	HG01140	2.523616812918886
HG01142	HG01142	-0.5987771057221156
HG01148	HG01148	0.6613769207452238
HG01149	HG01149	7.4076900924103075
HG01161	HG01161	0.9479080167799712
HG01162	HG01162	3.2591403319860532
HG01164	HG01164	1.5421626582249448
HG01167	HG01167	-3.52415738282569
HG01168	HG01168	5.317739142569115
HG01170	HG01170	-0.5981133610833185
HG01171	HG01171	4.347703772295237
HG01173	HG01173	2.76687812701752
HG01174	HG01174	1.5782290736772644
HG01176	HG01176	-1.0994041170544184
HG01177	HG01177	3.3961109223316557
HG01182	HG01182	2.171769553142542
HG01183	HG01183	3.691444067831851
HG01187	HG01187	-0.3158695835698552
HG01188	HG01188	-0.779194308391549
HG01190	HG01190	-0.7009153808959888
HG01191	HG01191	6.310496924543413
HG01197	HG01197	4.524533367935345
HG01198	HG01198	2.763518601481076
HG01200	HG01200	-1.2470484829419783
HG01204	HG01204	3.1395125509613
HG01205	HG01205	0.32915116698294944
HG01241	HG01241	2.787144165753859
HG01242	HG01242	6.770604636644504
HG01247	HG01247	1.8050704252329686
HG01248	HG01248	1.4711361475997091
HG01250	HG01250	2.1702275840576926
HG01251	HG01251	3.8099372102383584
HG01253	HG01253	2.454099541955226
HG01254	HG01254	1.549326353440297
HG01256	HG01256	-1.8885291390493206
HG01257	HG01257	0.9732892665470324
HG01259	HG01259	1.9190397347327834
HG01260	HG01260	0.37205899774950346
HG01269	HG01269	1.1455152571591682
HG01271	HG01271	2.2597595764234457
HG01272	HG01272	4.26315697867754
HG01275	HG01275	2.3963683514335528
HG01277	HG01277	1.9246030384473765
HG01280	HG01280	1.7555210484451418
HG01281	HG01281	-0.7097320346339666
HG01284	HG01284	-0.6882166499910355
HG01286	HG01286	7.908584255198136
HG01302	HG01302	0.9103208710777155
HG01303	HG01303	1.8079689161311951
HG01305	HG01305	3.6191997223939687
HG01308	HG01308	6.2387501723641305
HG01311	HG01311	1.7239713464431605
HG01312	HG01312	-1.8398214698214195
HG01323	HG01323	0.49463892951430327
HG01325	HG01325	-0.11972764621639564
HG01326	HG01326	3.327224427702423
HG01334	HG01334	2.9205923142179673
HG01341	HG01341	2.806611943175512
HG01342	HG01342	0.8713903702956596
HG01344	HG01344	3.9662131885329295
HG01345	HG01345	3.4036893364597534
HG01348	HG01348	2.8087700746854427
HG01350	HG01350	3.2101476527852153
HG01351	HG01351	-3.005230265200794
HG01353	HG01353	2.733751705469973
HG01354	HG01354	2.7067101658372565
HG01356	HG01356	3.336317957466984
HG01357	HG01357	3.8519686610123443
HG01359	HG01359	-0.6291333499492483
HG01360	HG01360	3.3987496908274335
HG01362	HG01362	0.4531208935666298
HG01363	HG01363	2.0139026380488882
HG01365	HG01365	3.9032511785517636
HG01366	HG01366	-1.8633865811966426
HG01369	HG01369	-0.9871175657314718
HG01372	HG01372	-2.444290318891229
HG01374	HG01374	6.82216886707222
HG01375	HG01375	-1.8728743925636713
HG01377	HG01377	2.6325982717637615
HG01378	HG01378	2.730880658944591
HG01383	HG01383	2.008012023191611
HG01384	HG01384	3.3140462868409504
HG01389	HG01389	-3.7876339619503945
HG01390	HG01390	4.3359669103043
HG01392	HG01392	0.6305580753818723
HG01393	HG01393	1.1773638090484937
HG01395	HG01395	4.5695738968015025
HG01396	HG01396	5.569883429575646
HG01398	HG01398	1.251850799663615
HG01402	HG01402	4.8467647234537665
HG01403	HG01403	4.747381170787674
HG01405	HG01405	2.3521125523504
HG01412	HG01412	3.054051515407574
HG01413	HG01413	4.740176643003013
HG01414	HG01414	3.3452513677833933
HG01431	HG01431	4.636418771466413
HG01432	HG01432	2.3615411508541833
HG01435	HG01435	-3.449687509462183
HG01437	HG01437	0.38080624809045915
HG01438	HG01438	-0.4272309611270817
HG01440	HG01440	1.9241951618459847
HG01441	HG01441	-0.5582194690566241
HG01443	HG01443	2.1782765548680336
HG01444	HG01444	3.2777140628951082
HG01447	HG01447	-0.002064857980935475
HG01455	HG01455	0.3835708322056657
HG01456	HG01456	3.5478469356781215
HG01459	HG01459	6.247892876391846
HG01461	HG01461	1.8369348158169283
HG01462	HG01462	4.6826306573247845
HG01464	HG01464	-2.538201395969506
HG01465	HG01465	0.8467544411744463
HG01468	HG01468	5.808192883818007
HG01474	HG01474	0.43987474184968794
HG01479	HG01479	3.5292277940179035
HG01485	HG01485	3.2299244386467354
HG01486	HG01486	7.467363914084941
HG01488	HG01488	-0.11811711477734776
HG01489	HG01489	-0.7165933653085408
HG01491	HG01491	0.3441418658054467
HG01492	HG01492	0.3271498219056281
HG01494	HG01494	1.0157314009376623
HG01495	HG01495	4.021516394737798
HG01497	HG01497	3.805360690694937
HG01498	HG01498	6.2985237078673935
HG01500	HG01500	3.848394857658702
HG01501	HG01501	-3.519608533561138
HG01503	HG01503	4.289141750862424
HG01504	HG01504	0.14884293807769577
HG01506	HG01506	3.953833719561577
HG01507	HG01507	-3.7521738046288773
HG01509	HG01509	0.3345903899239866
HG01510	HG01510	1.5239924863155618
HG01512	HG01512	-0.11620985110174731
HG01513	HG01513	3.594263722215457
HG01515	HG01515	2.0197732834289286
HG01516	HG01516	3.113637488437963
HG01518	HG01518	0.2132936624208983
HG01519	HG01519	4.610457210168439
HG01521	HG01521	0.9419786820260274
HG01522	HG01522	1.8291518221649534
HG01524	HG01524	8.032244692953723
HG01525	HG01525	1.5517772540939097
HG01527	HG01527	0.7705833279148363
HG01528	HG01528	2.801976408452175
HG01530	HG01530	-3.167392023686494
HG01531	HG01531	4.204518495289619
HG01536	HG01536	4.325006027086788
HG01537	HG01537	-1.10503635598032
HG01550	HG01550	-1.0807204352861641
HG01551	HG01551	0.1602668052169789
HG01556	HG01556	3.5543180893898065
HG01565	HG01565	1.0936172697058886
HG01566	HG01566	1.8577054742839083
HG01571	HG01571	4.454329827330713
HG01572	HG01572	-1.4735387193442422
HG01577	HG01577	0.7182996708990572
HG01578	HG01578	1.252000971521251
HG01583	HG01583	-0.8050370888585803
HG01586	HG01586	3.7443838600434023
HG01589	HG01589	8.130900640575318
HG01593	HG01593	1.2142434468229772
HG01595	HG01595	5.9269111393164104
HG01596	HG01596	3.4659749873483285
HG01597	HG01597	1.2945885509709572
HG01598	HG01598	1.7328600606911633
HG01599	HG01599	1.0729161528537428
HG01600	HG01600	3.2899815689731726
HG01602	HG01602	-2.5199189633821937
HG01603	HG01603	3.9865211647281282
HG01605	HG01605	3.8459256914368796
HG01606	HG01606	-8.318818067782084
HG01607	HG01607	1.6091688437921086
HG01608	HG01608	-1.5318286814918303
HG01610	HG01610	-0.6294933634539783
HG01612	HG01612	3.057958503340971
HG01613	HG01613	3.1577710236890955
HG01615	HG01615	2.7279919384202787
HG01617	HG01617	5.07295203578594
HG01618	HG01618	4.2219255555510395
HG01619	HG01619	-0.04556884306681777
HG01620	HG01620	4.004120378226073
HG01623	HG01623	7.643021224142485
HG01624	HG01624	-5.575920764346703
HG01625	HG01625	3.606407959672921
HG01626	HG01626	0.8862539191651775
HG01628	HG01628	3.19280888831354
HG01630	HG01630	0.02014975889406223
HG01631	HG01631	3.885796756854769
HG01632	HG01632	-0.018197162977859893
HG01668	HG01668	3.432391429446535
HG01669	HG01669	3.9998327130783276
HG01670	HG01670	0.0727346008636082
HG01672	HG01672	0.2957921162485547
HG01673	HG01673	3.435210721449734
HG01675	HG01675	0.7448011944430815
HG01676	HG01676	0.2670602869283165
HG01678	HG01678	0.7297905473819142
HG01679	HG01679	3.6369461983886353
HG01680	HG01680	1.76246349268974
HG01682	HG01682	1.555760516343455
HG01684	HG01684	0.4502422603367594
HG01685	HG01685	3.5244257516616013
HG01686	HG01686	0.9731798138463097
HG01694	HG01694	3.1793837844201374
HG01695	HG01695	2.2607428312124167
HG01697	HG01697	0.2945085904578752
HG01699	HG01699	-0.6911337127727674
HG01700	HG01700	4.414218230108955
HG01702	HG01702	2.6348847056175924
HG01704	HG01704	-0.008444891524166484
HG01705	HG01705	-1.5238819548017464
HG01707	HG01707	1.6135540727158908
HG01708	HG01708	-0.5461161342484381
HG01709	HG01709	-0.7866293297393478
HG01710	HG01710	1.3668708062140373
HG01746	HG01746	6.820889040445846
HG01747	HG01747	0.28978290388962613
HG01756	HG01756	0.39774356021180024
HG01757	HG01757	4.183577520068865
HG01761	HG01761	-1.391869420959666
HG01762	HG01762	-0.8088807846609494
HG01765	HG01765	2.5040271845678435
HG01766	HG01766	-0.24201149163536095
HG01767	HG01767	3.6755163745032364
HG01768	HG01768	3.185986640060844
HG01770	HG01770	0.34973869280589887
HG01771	HG01771	1.8881641006685441
HG01773	HG01773	2.0700190132426823
HG01775	HG01775	1.6336895300817793
HG01776	HG01776	3.2717756215992435
HG01777	HG01777	-4.192076034471597
HG01779	HG01779	1.7993169920567653
HG01781	HG01781	-3.952595682570417
HG01783	HG01783	-0.7283937656755904
HG01784	HG01784	3.487954569403286
HG01785	HG01785	3.8165237379660386
HG01786	HG01786	2.2938622919547864
HG01789	HG01789	3.9018712042369676
HG01790	HG01790	-0.3425463368362443
HG01791	HG01791	5.396747078804495
HG01794	HG01794	0.9269501298940259
HG01795	HG01795	0.8182518461712629
HG01796	HG01796	5.583177179699712
HG01797	HG01797	1.241884620260891
HG01798	HG01798	4.300984085319584
HG01799	HG01799	4.367948397601318
HG01800	HG01800	2.3428718643001885
HG01801	HG01801	3.444715801842097
HG01802	HG01802	2.0966028615009202
HG01804	HG01804	3.634481626652631
HG01805	HG01805	2.5491186184536336
HG01806	HG01806	1.2182246391726996
HG01807	HG01807	4.497762068638792
HG01808	HG01808	1.8859659401671323
HG01809	HG01809	0.6671473127676729
HG01810	HG01810	2.040730308469719
HG01811	HG01811	2.570188822228652
HG01812	HG01812	4.921366656011733
HG01813	HG01813	4.724992431852027
HG01815	HG01815	-1.6174121328209425
HG01816	HG01816	2.2049974327588298
HG01817	HG01817	-3.633397901774254
HG01840	HG01840	1.178782996006516
HG01841	HG01841	3.572606175851245
HG01842	HG01842	1.0403145848971298
HG01843	HG01843	4.275251679388896
HG01844	HG01844	5.737522568756206
HG01845	HG01845	-1.592007006414149
HG01846	HG01846	-0.3595189234638252
HG01847	HG01847	1.864096800483008
HG01848	HG01848	5.877205219236495
HG01849	HG01849	5.077298910039382
HG01850	HG01850	-5.185794097051508
HG01851	HG01851	0.18670605243183125
HG01852	HG01852	0.7320276232814669
HG01853	HG01853	5.989297225565892
HG01855	HG01855	3.9727112720880395
HG01857	HG01857	6.0155640088524
HG01858	HG01858	2.9002285769080993
HG01859	HG01859	2.5196535567459017
HG01860	HG01860	5.161130711218443
HG01861	HG01861	2.2709049292754453
HG01862	HG01862	8.23676195245338
HG01863	HG01863	1.8265758992402854
HG01864	HG01864	3.156855687058123
HG01865	HG01865	2.2738134718099117
HG01866	HG01866	-3.519550005063973
HG01867	HG01867	0.8184418625204635
HG01868	HG01868	1.0371802491361526
HG01869	HG01869	1.364960468740816
HG01870	HG01870	1.3710903614679728
HG01871	HG01871	-0.9382260735418937
HG01872	HG01872	3.589129251486028
HG01873	HG01873	4.624305617139407
HG01874	HG01874	-1.1596802112471378
HG01878	HG01878	2.3367260867901245
HG01879	HG01879	5.36098850705448
HG01880	HG01880	3.2371180439870892
HG01882	HG01882	3.399304184999239
HG01883	HG01883	7.370220412557071
HG01885	HG01885	4.788396966044913
HG01886	HG01886	-1.5507792783900018
HG01889	HG01889	5.36132802291868
HG01890	HG01890	2.5721775764468604
HG01892	HG01892	6.224936771969951
HG01893	HG01893	4.137191254406519
HG01894	HG01894	5.397173361801337
HG01896	HG01896	3.0971351928915727
HG01912	HG01912	4.366895330876726
HG01914	HG01914	4.967071662998203
HG01915	HG01915	5.145353100623258
HG01917	HG01917	-1.2223860769181847
HG01918	HG01918	-1.2638834881949659
HG01920	HG01920	6.727915609880728
HG01921	HG01921	-3.4140347569716534
HG01923	HG01923	-0.13853761732326086
HG01924	HG01924	-1.463862419648673
HG01926	HG01926	1.4168949339598793
HG01927	HG01927	1.8209447218489525
HG01932	HG01932	6.235907803500617
HG01933	HG01933	3.9958467986958874
HG01935	HG01935	1.795630100559733
HG01936	HG01936	0.9225397975465582
HG01938	HG01938	2.572876833944838
HG01939	HG01939	-0.7030325677668322
HG01941	HG01941	0.5842562282970438
HG01942	HG01942	-1.3111232194375484
HG01944	HG01944	5.3752444653982865
HG01945	HG01945	-3.142517906178804
HG01947	HG01947	1.66975119710187
HG01948	HG01948	-0.1915308032072751
HG01950	HG01950	-0.04343578018922617
HG01951	HG01951	1.7995516794116986
HG01953	HG01953	-2.916413562958107
HG01954	HG01954	1.6502813992997383
HG01956	HG01956	5.5385698855974415
HG01958	HG01958	0.42134126896110746
HG01961	HG01961	4.5254047626954765
HG01965	HG01965	1.2316803578423121
HG01967	HG01967	0.07865280842480837
HG01968	HG01968	5.536401575713171
HG01970	HG01970	1.633085961592579
HG01971	HG01971	5.997118748845182
HG01973	HG01973	1.8382635768332853
HG01974	HG01974	4.3462809277396
HG01976	HG01976	1.2890186362153977
HG01977	HG01977	1.5895513389539329
HG01979	HG01979	2.6836326908148602
HG01980	HG01980	6.188966395348281
HG01982	HG01982	1.3894149796101376
HG01985	HG01985	1.8839543106391743
HG01986	HG01986	5.844250407587139
HG01988	HG01988	2.502033648837327
HG01989	HG01989	3.228514261074639
HG01990	HG01990	1.878326100613769
HG01991	HG01991	6.946880026147112
HG01992	HG01992	1.4891820487177387
HG01997	HG01997	3.561574880080887
HG02002	HG02002	3.5050837782577835
HG02003	HG02003	-0.5496465041680099
HG02006	HG02006	-2.356011238825367
HG02008	HG02008	4.372448545309974
HG02009	HG02009	2.4919139884838435
HG02010	HG02010	5.802394240873193
HG02012	HG02012	5.358458725858334
HG02013	HG02013	6.553910149382511
