FID	IID	phenotype
HG00177	HG00177	6.339607644821875
HG00178	HG00178	2.8467369401793396
HG00179	HG00179	2.384682782583012
HG00180	HG00180	4.983305189479449
HG00181	HG00181	5.691162067140661
HG00182	HG00182	3.2605575127059896
HG00183	HG00183	-1.9312430223941885
HG00185	HG00185	2.7234919789115613
HG00186	HG00186	7.6132096858202285
HG00187	HG00187	0.6321599358602918
HG00188	HG00188	-0.7579299989150345
HG00189	HG00189	0.9932956341632349
HG00190	HG00190	0.09273886241717798
HG00231	HG00231	-0.6269256173271693
HG00232	HG00232	-3.4798796390323505
HG00233	HG00233	-1.0208221328790725
HG00234	HG00234	2.826774312244458
HG00235	HG00235	-0.04185202573654068
HG00236	HG00236	0.01545453367610028
HG00237	HG00237	4.208952709031949
HG00238	HG00238	5.889284830214686
HG00239	HG00239	1.004860101372319
HG00240	HG00240	3.4647076550671074
HG00242	HG00242	5.168732593447972
HG00243	HG00243	1.4814873255508265
HG00244	HG00244	2.6460521538246096
HG00245	HG00245	3.303020109201852
HG00246	HG00246	1.4826240339854522
HG00250	HG00250	0.7382789211327396
HG00251	HG00251	2.7465904769529366
HG00252	HG00252	2.2935390954156887
HG00253	HG00253	-0.7664873234802174
HG00254	HG00254	-1.329437787040764
HG00255	HG00255	-1.0854282238607535
HG00256	HG00256	2.7354237793832414
HG00257	HG00257	3.6511481145903555
HG00258	HG00258	-1.7457494125273731
HG00259	HG00259	2.759419385936635
HG00260	HG00260	1.1688505959209181
HG00261	HG00261	0.42435285909794707
HG00262	HG00262	-0.2477850312746619
HG00263	HG00263	3.3804374868410156
HG00264	HG00264	3.4710955311283116
HG00265	HG00265	5.236897869195711
HG00266	HG00266	0.3683050348263843
HG00267	HG00267	-0.9288997041823406
HG00268	HG00268	-0.897300200819175
HG00269	HG00269	0.922010320812843
HG00271	HG00271	2.7588825397754504
HG00272	HG00272	2.6234071075495278
HG00273	HG00273	6.951319899356529
HG00274	HG00274	4.114478246668972
HG00275	HG00275	1.426563642075405
HG00276	HG00276	3.800636250859804
HG00277	HG00277	-0.57696505341934
HG00278	HG00278	1.9601968446609297
HG00280	HG00280	4.041414088402707
HG00281	HG00281	2.920243837204235
HG00282	HG00282	8.826398548788793
HG00284	HG00284	2.459682850580146
HG00285	HG00285	1.9481493006706878
HG00288	HG00288	4.495628055423111
HG00290	HG00290	2.6331738030934284
HG00304	HG00304	0.10641067928745684
HG00306	HG00306	4.65957091496397
HG00308	HG00308	5.0932530879738716
HG00309	HG00309	3.665932054982211
HG00310	HG00310	4.564088937346109
HG00311	HG00311	3.7333502399266756
HG00313	HG00313	1.3681913650979043
HG00315	HG00315	-2.96707716746338
HG00318	HG00318	-4.4960714527866745
HG00319	HG00319	2.1911937623526723
HG00320	HG00320	5.085224433857596
HG00321	HG00321	1.4827051555911561
HG00323	HG00323	2.6630882536040996
HG00324	HG00324	7.120307357270605
HG00325	HG00325	6.449846856856031
HG00326	HG00326	3.5176510210806815
HG00327	HG00327	5.022306593776722
HG00328	HG00328	-1.800554395274773
HG00329	HG00329	0.8326805542557592
HG00330	HG00330	3.5772067227988895
HG00331	HG00331	0.3457091342149825
HG00332	HG00332	-2.612271542851026
HG00334	HG00334	5.578975108711493
HG00335	HG00335	2.253408606253189
HG00336	HG00336	-1.6552830046349891
HG00337	HG00337	3.0648478259827576
HG00338	HG00338	-2.035398015188916
HG00339	HG00339	1.720025593703586
HG00341	HG00341	0.7310364635977329
HG00342	HG00342	8.68127361420648
HG00343	HG00343	-0.4181300007592901
HG00344	HG00344	1.2419019532029805
HG00345	HG00345	0.317335220747509
HG00346	HG00346	-3.5815624591163653
HG00349	HG00349	1.9569120785208427
HG00350	HG00350	-0.6210435079338362
HG00351	HG00351	4.282562259307033
HG00353	HG00353	6.433595572376732
HG00355	HG00355	0.6137464176598527
HG00356	HG00356	7.415691062460716
HG00357	HG00357	3.711054342902926
HG00358	HG00358	-0.5689620869606136
HG00360	HG00360	5.546276040021115
HG00361	HG00361	1.5623429056068336
HG00362	HG00362	2.318255152544512
HG00364	HG00364	0.18756731464345033
HG00365	HG00365	7.776507939600591
HG00366	HG00366	4.032080342489253
HG00367	HG00367	1.2329835164523189
HG00368	HG00368	1.4869441242863206
HG00369	HG00369	0.7371136906647422
HG00371	HG00371	2.5257527610552977
HG00372	HG00372	4.347401551442104
HG00373	HG00373	4.5417385367707945
HG00375	HG00375	-4.151206818018464
HG00376	HG00376	4.008487026992402
HG00378	HG00378	-3.449688548625586
HG00379	HG00379	-1.1261597550940254
HG00380	HG00380	6.556397421076799
HG00381	HG00381	1.9383968222587002
HG00382	HG00382	3.8034510201041614
HG00383	HG00383	1.7902327311318207
HG00384	HG00384	3.7245278263668613
HG00403	HG00403	4.448141261426479
HG00404	HG00404	2.998090185183858
HG00406	HG00406	1.7132844064046988
HG00407	HG00407	4.292163171423615
HG00409	HG00409	4.564581360030174
HG00410	HG00410	6.670581860729302
HG00419	HG00419	5.880328279777189
HG00421	HG00421	-1.012401826073658
HG00422	HG00422	3.8553804657174817
HG00428	HG00428	0.8109974455376232
HG00436	HG00436	3.3114920600697015
HG00437	HG00437	2.323442591584861
HG00442	HG00442	4.938189054761323
HG00443	HG00443	2.587438904257308
HG00445	HG00445	3.5733989600419114
HG00446	HG00446	3.2934477276821186
HG00448	HG00448	3.277921807492378
HG00449	HG00449	3.4899551926834205
HG00451	HG00451	-0.8913205871411869
HG00452	HG00452	6.639391218441987
HG00457	HG00457	4.619980490295622
HG00458	HG00458	5.757172122649141
HG00463	HG00463	-2.795361597492451
HG00464	HG00464	4.555905394516824
HG00472	HG00472	8.333629553807478
HG00473	HG00473	7.194083914074276
HG00475	HG00475	3.0909503439667843
HG00476	HG00476	4.246335537728033
HG00478	HG00478	0.7743631716112582
HG00479	HG00479	-0.3890237881948937
HG00500	HG00500	0.15329323808024037
HG00513	HG00513	0.009336220132707407
HG00524	HG00524	5.556549735266002
HG00525	HG00525	1.234944530376101
HG00530	HG00530	3.0167526486663774
HG00531	HG00531	3.7353191333249978
HG00533	HG00533	1.7654778877903592
HG00534	HG00534	5.894933474268419
HG00536	HG00536	4.467239857176663
HG00537	HG00537	3.491799232457516
HG00542	HG00542	-0.0968884783080377
HG00543	HG00543	4.552945083352198
HG00551	HG00551	1.5703790847078487
HG00553	HG00553	4.196768399659931
HG00554	HG00554	0.12745142063890796
HG00556	HG00556	0.17572845048987873
HG00557	HG00557	1.8496335680393665
HG00559	HG00559	5.921143077311074
HG00560	HG00560	0.5290335409278056
HG00565	HG00565	3.1881338557345327
HG00566	HG00566	6.774172279966308
HG00580	HG00580	1.3054620983297411
HG00581	HG00581	3.3370402831230606
HG00583	HG00583	3.9317886535416133
HG00584	HG00584	0.04984955566330984
HG00589	HG00589	3.3001852667713125
HG00590	HG00590	0.9014491421234591
HG00592	HG00592	3.6478487093580148
HG00593	HG00593	0.054053293538525615
HG00595	HG00595	3.1394515718928897
HG00596	HG00596	0.3401621225267857
HG00598	HG00598	6.520417593297644
HG00599	HG00599	6.061264348329348
HG00607	HG00607	3.1067413573944824
HG00608	HG00608	3.3810202619061105
HG00610	HG00610	6.045212314783734
HG00611	HG00611	4.798436475766136
HG00613	HG00613	1.2846790238841652
HG00614	HG00614	5.75470642543419
HG00619	HG00619	3.4727649412535087
HG00620	HG00620	2.990372835719578
HG00622	HG00622	3.7863265446903815
HG00623	HG00623	5.249228809311155
HG00625	HG00625	5.545750452842972
HG00626	HG00626	1.4346304516772985
HG00628	HG00628	3.7325700066812546
HG00629	HG00629	7.9813148344189955
HG00631	HG00631	4.691109271990792
HG00632	HG00632	6.672848053162232
HG00634	HG00634	2.219150194007292
HG00637	HG00637	5.675791650454879
HG00638	HG00638	-0.2837264388309757
HG00640	HG00640	5.148357397795805
HG00641	HG00641	4.9398053059086635
HG00650	HG00650	1.9529432910041593
HG00651	HG00651	3.233819674690902
HG00653	HG00653	-2.031893955477823
HG00654	HG00654	4.2297420863913855
HG00656	HG00656	0.9660152682744063
HG00657	HG00657	2.4137494380526925
HG00662	HG00662	8.2385363898817
HG00663	HG00663	4.596220266808323
HG00671	HG00671	3.735847463491143
HG00672	HG00672	4.623521755361567
HG00674	HG00674	3.5972915593497548
HG00675	HG00675	5.4281894188670305
HG00683	HG00683	1.7489402120277
HG00684	HG00684	0.4424151414687221
HG00689	HG00689	3.775577971687623
HG00690	HG00690	4.6636903200839575
HG00692	HG00692	0.8200293487997121
HG00693	HG00693	-0.11767790088137824
HG00698	HG00698	2.62411442651109
HG00699	HG00699	0.9601055369440626
HG00701	HG00701	2.6384022130515805
HG00704	HG00704	2.932449697423978
HG00705	HG00705	5.433696616127419
HG00707	HG00707	-0.028056508266279923
HG00708	HG00708	2.476490337817479
HG00717	HG00717	-1.025411677011549
HG00728	HG00728	3.0909073624650123
HG00729	HG00729	4.829202806608777
HG00731	HG00731	1.3221966408496622
HG00732	HG00732	3.6425711046197997
HG00734	HG00734	4.686543668439373
HG00736	HG00736	3.5240740219629565
HG00737	HG00737	2.6938579004393017
HG00739	HG00739	0.15228179831881347
HG00740	HG00740	3.1055088645049524
HG00742	HG00742	2.983918861431503
HG00743	HG00743	5.607279035515957
HG00759	HG00759	3.522809450460221
HG00766	HG00766	2.733744766584228
HG00844	HG00844	1.6095606044625392
HG00851	HG00851	1.1537688569879685
HG00864	HG00864	6.100333868966917
HG00867	HG00867	8.178322822267933
HG00879	HG00879	8.386416175295723
HG00881	HG00881	2.2117278617707927
HG00956	HG00956	2.502647538046876
HG00978	HG00978	5.536633083443206
HG00982	HG00982	2.3887009986471286
HG01028	HG01028	3.8163295536236896
HG01029	HG01029	5.795644583878136
HG01031	HG01031	1.9395604464800846
HG01046	HG01046	5.74985293612059
HG01047	HG01047	2.671329202711415
HG01048	HG01048	1.8686526259967242
HG01049	HG01049	5.3635020671369595
HG01051	HG01051	6.04333296829246
HG01052	HG01052	-1.9085552501066043
HG01054	HG01054	4.802420051367289
HG01055	HG01055	4.916526425712168
HG01058	HG01058	0.8974882469270897
HG01060	HG01060	1.1821594537481408
HG01061	HG01061	5.430097704352838
HG01063	HG01063	1.0730107812826772
HG01064	HG01064	2.7876207899414363
HG01066	HG01066	2.3765889099170376
HG01067	HG01067	4.080153174111486
HG01069	HG01069	6.117844467836992
HG01070	HG01070	1.5776663598146379
HG01072	HG01072	3.9545959684589693
HG01073	HG01073	7.676788142040643
HG01075	HG01075	6.91808187565018
HG01077	HG01077	1.858917857771429
HG01079	HG01079	-0.6077468614118222
HG01080	HG01080	1.535000491429433
HG01082	HG01082	-2.865030519694282
HG01083	HG01083	-4.505425694444713
HG01085	HG01085	1.441716659474363
HG01086	HG01086	-0.3991493537570241
HG01088	HG01088	2.0044182147989855
HG01089	HG01089	1.8141851008656646
HG01092	HG01092	0.9132613727499935
HG01094	HG01094	4.2837379108976315
HG01095	HG01095	5.3171003270466395
HG01097	HG01097	1.3998002130190519
HG01098	HG01098	2.1248225088761536
HG01101	HG01101	1.0619038133802456
HG01102	HG01102	3.3002619576263768
HG01104	HG01104	-1.4733430863438994
HG01105	HG01105	-0.4645070747283957
HG01107	HG01107	1.0281426260569773
HG01108	HG01108	4.4203669783530275
HG01110	HG01110	-4.86034060695155
HG01111	HG01111	3.9668771934900215
HG01112	HG01112	-1.1022923851773951
HG01113	HG01113	-1.3217639619558053
HG01119	HG01119	-1.0794802339258898
HG01121	HG01121	6.785829443111871
HG01122	HG01122	3.4908706623948524
HG01124	HG01124	-0.547205676051784
HG01125	HG01125	1.8823767905400917
HG01130	HG01130	3.0670198179126515
HG01131	HG01131	5.094808192857384
HG01133	HG01133	2.2309121098794233
HG01134	HG01134	2.924052221683544
HG01136	HG01136	6.957350668331006
HG01137	HG01137	0.5101931114015534
HG01139	HG01139	3.3895251047635417
HG01140	HG01140	2.8275721766408557
HG01142	HG01142	-0.5925153313277235
HG01148	HG01148	0.914086337724973
HG01149	HG01149	7.6181677652121795
HG01161	HG01161	1.0218528465611607
HG01162	HG01162	3.4194349072877754
HG01164	HG01164	1.6966570990799419
HG01167	HG01167	-3.623318618948645
HG01168	HG01168	5.584562336795855
HG01170	HG01170	-0.4231775871122223
HG01171	HG01171	4.4774356772893595
HG01173	HG01173	2.980256617642501
HG01174	HG01174	1.7353868926353322
HG01176	HG01176	-1.0372291917095509
HG01177	HG01177	3.5899085173507737
HG01182	HG01182	2.3821091155909238
HG01183	HG01183	3.855554191848634
HG01187	HG01187	-0.16572887144867993
HG01188	HG01188	-0.7100805887834164
HG01190	HG01190	-0.6142041004140776
HG01191	HG01191	6.532341179517431
HG01197	HG01197	4.7697515492378715
HG01198	HG01198	2.6895549988724703
HG01200	HG01200	-1.007199341631354
HG01204	HG01204	3.370058258604984
HG01205	HG01205	0.5871498101814786
HG01241	HG01241	2.321016714811839
HG01242	HG01242	6.284043358583856
HG01247	HG01247	1.8231241716962514
HG01248	HG01248	1.6451321706872792
HG01250	HG01250	2.460426956412182
HG01251	HG01251	4.128441699060709
HG01253	HG01253	2.7156735419497045
HG01254	HG01254	1.5998594767057017
HG01256	HG01256	-1.6091308970574014
HG01257	HG01257	1.1393379395109824
HG01259	HG01259	2.1850197552434736
HG01260	HG01260	0.48575508974390713
HG01269	HG01269	1.4345211759155698
HG01271	HG01271	2.4839184308179902
HG01272	HG01272	4.2713828474304965
HG01275	HG01275	2.671595760830057
HG01277	HG01277	2.1400889629626505
HG01280	HG01280	1.9762796859847567
HG01281	HG01281	-0.4503848138895895
HG01284	HG01284	-0.4642311841380996
HG01286	HG01286	7.878132169336427
HG01302	HG01302	1.0758753992080756
HG01303	HG01303	2.014646302412866
HG01305	HG01305	3.5042193463983273
HG01308	HG01308	6.347861601102483
HG01311	HG01311	1.90052391226978
HG01312	HG01312	-1.661766703700687
HG01323	HG01323	0.7341350387438161
HG01325	HG01325	-0.005348258252101168
HG01326	HG01326	3.3815273130983083
HG01334	HG01334	3.191511281065399
HG01341	HG01341	3.1615505437281737
HG01342	HG01342	1.0716553829367854
HG01344	HG01344	4.2267513608762375
HG01345	HG01345	3.6808007512217937
HG01348	HG01348	3.070849478509719
HG01350	HG01350	3.482009873314994
HG01351	HG01351	-2.7309361014900055
HG01353	HG01353	3.0229202541716065
HG01354	HG01354	2.9866638516421222
HG01356	HG01356	3.4727201922147812
HG01357	HG01357	4.136978887114351
HG01359	HG01359	-0.3570359414986728
HG01360	HG01360	3.5166256226142187
HG01362	HG01362	0.6675384644416863
HG01363	HG01363	1.9841883917387018
HG01365	HG01365	3.962807511578478
HG01366	HG01366	-1.596578398964847
HG01369	HG01369	-0.710611634765527
HG01372	HG01372	-2.2403856480758084
HG01374	HG01374	7.082481859491359
HG01375	HG01375	-1.6446557943363012
HG01377	HG01377	2.911213388019409
HG01378	HG01378	3.0390018512636607
HG01383	HG01383	2.282098520972334
HG01384	HG01384	3.449462233520893
HG01389	HG01389	-3.513049566337346
HG01390	HG01390	4.346339544374303
HG01392	HG01392	0.6958177154879193
HG01393	HG01393	1.2764394689665297
HG01395	HG01395	4.770719112746208
HG01396	HG01396	5.560564879916927
HG01398	HG01398	1.3946746654488391
HG01402	HG01402	4.933464244539637
HG01403	HG01403	4.934070336000653
HG01405	HG01405	2.49331912588027
HG01412	HG01412	3.2165928859526565
HG01413	HG01413	4.783109943827762
HG01414	HG01414	3.4966248148894277
HG01431	HG01431	4.825771314782464
HG01432	HG01432	2.6564567916204043
HG01435	HG01435	-3.164304485485722
HG01437	HG01437	0.6325624033912323
HG01438	HG01438	-0.18809463937640558
HG01440	HG01440	1.9652474597041882
HG01441	HG01441	-0.2785435051582317
HG01443	HG01443	2.4167738660339055
HG01444	HG01444	3.3195559916873925
HG01447	HG01447	0.2497488433004582
HG01455	HG01455	0.6641400098032562
HG01456	HG01456	3.896933360201584
HG01459	HG01459	6.54561576021269
HG01461	HG01461	1.9902242938777133
HG01462	HG01462	4.89345886020861
HG01464	HG01464	-2.4920310086348896
HG01465	HG01465	1.131144171485413
HG01468	HG01468	6.077107749340348
HG01474	HG01474	0.7091523972498542
HG01479	HG01479	3.6995266129505584
HG01485	HG01485	3.282327305882478
HG01486	HG01486	7.777043851879081
HG01488	HG01488	0.021907013950726473
HG01489	HG01489	-0.44232672358848446
HG01491	HG01491	0.5874272527588679
HG01492	HG01492	0.6225083165227121
HG01494	HG01494	0.9689490167754063
HG01495	HG01495	4.092937708168817
HG01497	HG01497	4.100996907218494
HG01498	HG01498	6.54126766220315
HG01500	HG01500	4.127545401734037
HG01501	HG01501	-3.254266522835589
HG01503	HG01503	4.544195541052673
HG01504	HG01504	0.4483572532952499
HG01506	HG01506	4.225866076034059
HG01507	HG01507	-3.4900668788138693
HG01509	HG01509	0.5823641131658988
HG01510	HG01510	1.8022022787077079
HG01512	HG01512	0.1471380662953401
HG01513	HG01513	3.8868424957686507
HG01515	HG01515	2.291565447982299
HG01516	HG01516	3.3945419339226475
HG01518	HG01518	0.5044738184450954
HG01519	HG01519	4.901159484353569
HG01521	HG01521	1.2263784203336237
HG01522	HG01522	2.120539644119216
HG01524	HG01524	8.294221514812545
HG01525	HG01525	1.776004413065452
HG01527	HG01527	1.0168043104796554
HG01528	HG01528	3.0648689620026124
HG01530	HG01530	-2.9320787566483517
HG01531	HG01531	4.442000995597242
HG01536	HG01536	4.574674764490528
HG01537	HG01537	-0.8349555588506229
HG01550	HG01550	-0.7982472363297791
HG01551	HG01551	0.007248035631291283
HG01556	HG01556	3.5596308805237817
HG01565	HG01565	1.440076595114063
HG01566	HG01566	2.200136581048641
HG01571	HG01571	4.826447154098202
HG01572	HG01572	-1.0794938719611487
HG01577	HG01577	1.0285550684994034
HG01578	HG01578	1.6131345219876776
HG01583	HG01583	-0.5253736349559749
HG01586	HG01586	4.0111995482726694
HG01589	HG01589	8.404081414661055
HG01593	HG01593	1.4929336230533472
HG01595	HG01595	6.327641328448123
HG01596	HG01596	3.827053493833292
HG01597	HG01597	1.6452512349635926
HG01598	HG01598	2.125563836525881
HG01599	HG01599	1.4433146062000857
HG01600	HG01600	3.646471409003433
HG01602	HG01602	-2.276593294242338
HG01603	HG01603	4.230938205900449
HG01605	HG01605	4.0834644867255445
HG01606	HG01606	-8.036194748876254
HG01607	HG01607	1.8428713237727061
HG01608	HG01608	-1.2770901431954158
HG01610	HG01610	-0.37664383452141387
HG01612	HG01612	3.3260276931481045
HG01613	HG01613	3.43216526736618
HG01615	HG01615	2.9929011032915946
HG01617	HG01617	5.328030845967763
HG01618	HG01618	4.488298389929445
HG01619	HG01619	0.2272641531360385
HG01620	HG01620	4.247122288674959
HG01623	HG01623	7.875754429649499
HG01624	HG01624	-5.343660937080273
HG01625	HG01625	3.876696422732684
HG01626	HG01626	1.1348475475309752
HG01628	HG01628	3.303201090420574
HG01630	HG01630	0.22002320866705216
HG01631	HG01631	4.131171813504465
HG01632	HG01632	0.2177658732414639
HG01668	HG01668	3.6925292819246565
HG01669	HG01669	4.201616939607837
HG01670	HG01670	0.30709560702243777
HG01672	HG01672	0.5635785801509003
HG01673	HG01673	3.6820481966069405
HG01675	HG01675	1.0196032639828252
HG01676	HG01676	0.5443993836136811
HG01678	HG01678	0.9974644213221759
HG01679	HG01679	3.9169774461673814
HG01680	HG01680	1.9931495624861553
HG01682	HG01682	1.8138442275133366
HG01684	HG01684	0.7476874222511293
HG01685	HG01685	3.761136385229161
HG01686	HG01686	1.225974298797411
HG01694	HG01694	3.408052992695758
HG01695	HG01695	2.5027451929979145
HG01697	HG01697	0.5518266898855868
HG01699	HG01699	-0.45128782406104767
HG01700	HG01700	4.72324514612301
HG01702	HG01702	2.9175605665057285
HG01704	HG01704	0.27763619021721425
HG01705	HG01705	-1.2657181796588275
HG01707	HG01707	1.8469880881868974
HG01708	HG01708	-0.3177586750678313
HG01709	HG01709	-0.5666393063408917
HG01710	HG01710	1.648778553360846
HG01746	HG01746	7.06876784765237
HG01747	HG01747	0.5267239715795844
HG01756	HG01756	0.6366269298476614
HG01757	HG01757	4.399039925792059
HG01761	HG01761	-1.1205526362462046
HG01762	HG01762	-0.5659141524001832
HG01765	HG01765	2.769696957183014
HG01766	HG01766	-0.013757615219871289
HG01767	HG01767	3.9429650685193307
HG01768	HG01768	3.4590648321811273
HG01770	HG01770	0.5884128953122001
HG01771	HG01771	2.155477686730138
HG01773	HG01773	2.366228187573288
HG01775	HG01775	1.8960766798024182
HG01776	HG01776	3.528946103076668
HG01777	HG01777	-3.915510055525874
HG01779	HG01779	2.0681743115984856
HG01781	HG01781	-3.698052300208281
HG01783	HG01783	-0.48141317616657964
HG01784	HG01784	3.755803583284567
HG01785	HG01785	4.109042463539454
HG01786	HG01786	2.544595129600176
HG01789	HG01789	4.187426866155291
HG01790	HG01790	-0.03471287442027782
HG01791	HG01791	5.678912531864518
HG01794	HG01794	1.3030781613108544
HG01795	HG01795	1.1945900455173142
HG01796	HG01796	5.929223675246913
HG01797	HG01797	1.5953795672997229
HG01798	HG01798	4.678628328225807
HG01799	HG01799	4.744369162919565
HG01800	HG01800	2.687922564182737
HG01801	HG01801	3.7828009360703962
HG01802	HG01802	2.474777528228516
HG01804	HG01804	3.9960855529606523
HG01805	HG01805	2.911185414605777
HG01806	HG01806	1.6052013389360893
HG01807	HG01807	4.859871398776612
HG01808	HG01808	2.2169904327731995
HG01809	HG01809	1.0333424075295548
HG01810	HG01810	2.3925639280680255
HG01811	HG01811	2.960845962752603
HG01812	HG01812	5.306954746242756
HG01813	HG01813	5.111819011665972
HG01815	HG01815	-1.2638095998183418
HG01816	HG01816	2.581200524150381
HG01817	HG01817	-3.2417149415957622
HG01840	HG01840	1.5464767882636907
HG01841	HG01841	3.939291662447981
HG01842	HG01842	1.4097197445779779
HG01843	HG01843	4.635344398205837
HG01844	HG01844	6.11272486048479
HG01845	HG01845	-1.2007118561050567
HG01846	HG01846	0.013766836910177105
HG01847	HG01847	2.233529482154588
HG01848	HG01848	6.256873579461068
HG01849	HG01849	5.453226781523617
HG01850	HG01850	-4.82215354342935
HG01851	HG01851	0.5335206617203588
HG01852	HG01852	1.092870941845633
HG01853	HG01853	6.380096980041815
HG01855	HG01855	4.311506974077044
HG01857	HG01857	6.378491492714695
HG01858	HG01858	3.2812905506633543
HG01859	HG01859	2.891943521455252
HG01860	HG01860	5.537416368582189
HG01861	HG01861	2.6535481664981884
HG01862	HG01862	8.59837588675803
HG01863	HG01863	2.1886952373747346
HG01864	HG01864	3.5047611679792845
HG01865	HG01865	2.643603939361002
HG01866	HG01866	-3.145235923036272
HG01867	HG01867	1.1903715393511458
HG01868	HG01868	1.4172314152318113
HG01869	HG01869	1.7470032261657789
HG01870	HG01870	1.7241524626525715
HG01871	HG01871	-0.5848136924752567
HG01872	HG01872	3.937765316161155
HG01873	HG01873	4.974740619208717
HG01874	HG01874	-0.7922566348989641
HG01878	HG01878	2.7143152857148847
HG01879	HG01879	4.716093216314995
HG01880	HG01880	2.900969449272896
HG01882	HG01882	2.5900400596132265
HG01883	HG01883	6.768962489122101
HG01885	HG01885	3.991172460604393
HG01886	HG01886	-2.056260674079039
HG01889	HG01889	4.479866209846234
HG01890	HG01890	1.7872654088599904
HG01892	HG01892	6.49955869757036
HG01893	HG01893	4.41825332583812
HG01894	HG01894	4.64853767999786
HG01896	HG01896	2.256120698197935
HG01912	HG01912	3.700738051297509
HG01914	HG01914	4.3156361464612285
HG01915	HG01915	4.422290352207743
HG01917	HG01917	-0.8190688206577027
HG01918	HG01918	-0.8714199042793602
HG01920	HG01920	7.170576802891596
HG01921	HG01921	-3.049510997646926
HG01923	HG01923	0.28791562514585856
HG01924	HG01924	-1.2714604397595626
HG01926	HG01926	1.8109397813429728
HG01927	HG01927	2.2629353790856332
HG01932	HG01932	6.600791850704012
HG01933	HG01933	4.180679730733979
HG01935	HG01935	2.163138744879259
HG01936	HG01936	1.279379917458857
HG01938	HG01938	2.9769221719601284
HG01939	HG01939	-0.35961066933576247
HG01941	HG01941	0.9417894019759471
HG01942	HG01942	-0.9689798425759187
HG01944	HG01944	5.763329550788412
HG01945	HG01945	-2.7728875665737887
HG01947	HG01947	1.9940503159727996
HG01948	HG01948	0.16677548821126997
HG01950	HG01950	0.24947575925190368
HG01951	HG01951	2.2357251886073843
HG01953	HG01953	-2.510113923701984
HG01954	HG01954	2.0723086052593866
HG01956	HG01956	4.662497378710073
HG01958	HG01958	-0.3527572582674051
HG01961	HG01961	4.940711598918302
HG01965	HG01965	1.4143655738036767
HG01967	HG01967	0.3654819879142569
HG01968	HG01968	5.95063005029915
HG01970	HG01970	1.9665874333644893
HG01971	HG01971	6.205000097121402
HG01973	HG01973	2.121945241382703
HG01974	HG01974	4.7504138357254
HG01976	HG01976	1.6144536627037946
HG01977	HG01977	1.950004345649542
HG01979	HG01979	3.0839375400898117
HG01980	HG01980	6.541255378793237
HG01982	HG01982	1.7765993453035929
HG01985	HG01985	1.2422015308414056
HG01986	HG01986	5.038601670983595
HG01988	HG01988	2.1088544853289646
HG01989	HG01989	2.5341119130073384
HG01990	HG01990	1.0795278377032331
HG01991	HG01991	7.310845839659735
HG01992	HG01992	1.9125478242266054
HG01997	HG01997	3.9722104838768146
HG02002	HG02002	3.9110156236377667
HG02003	HG02003	-0.12990362343908357
HG02006	HG02006	-2.3681756373857077
HG02008	HG02008	4.697568319904537
HG02009	HG02009	1.8242079714261854
HG02010	HG02010	5.184705688971464
HG02012	HG02012	4.470364113019576
HG02013	HG02013	5.686969939419716
HG02014	HG02014	4.474737833558068
HG02016	HG02016	1.5351555132824997
