FID	IID	phenotype
HG00406	HG00406	0.18736517594652313
HG00407	HG00407	2.7546646888649127
HG00409	HG00409	3.038251801710182
HG00410	HG00410	5.292530780474487
HG00419	HG00419	4.343620428952231
HG00421	HG00421	-2.480815107897755
HG00422	HG00422	2.336717032815816
HG00428	HG00428	-0.7367091935833421
HG00436	HG00436	1.8245439684874571
HG00437	HG00437	0.806000134272015
HG00442	HG00442	3.374609732985703
HG00443	HG00443	1.0448463514141035
HG00445	HG00445	2.0258024088838726
HG00446	HG00446	1.7250745755208865
HG00448	HG00448	1.7515422091892372
HG00449	HG00449	1.9554090691304697
HG00451	HG00451	-2.3902982906722934
HG00452	HG00452	5.136860676107348
HG00457	HG00457	3.1709927299297123
HG00458	HG00458	4.3321234902214005
HG00463	HG00463	-4.389615428938008
HG00464	HG00464	2.978374925439444
HG00472	HG00472	6.8388752248540925
HG00473	HG00473	5.628342865026647
HG00475	HG00475	1.6428132633143966
HG00476	HG00476	2.682105696171484
HG00478	HG00478	-0.6879452322687407
HG00479	HG00479	-1.9470786958309367
HG00500	HG00500	-1.3905302983484134
HG00513	HG00513	-1.5346374362453914
HG00524	HG00524	4.156020694580951
HG00525	HG00525	-0.3121616289470841
HG00530	HG00530	1.492064401793651
HG00531	HG00531	2.1742918506899427
HG00533	HG00533	0.21637012914124035
HG00534	HG00534	4.427861263992698
HG00536	HG00536	2.91252762041493
HG00537	HG00537	2.0829735625664685
HG00542	HG00542	-1.6330458893183648
HG00543	HG00543	3.0683288549846672
HG00551	HG00551	1.0302745438629786
HG00553	HG00553	3.88731315314073
HG00554	HG00554	-0.569172182696009
HG00556	HG00556	-1.2621604416137275
HG00557	HG00557	0.2641567496380298
HG00559	HG00559	4.390219848538064
HG00560	HG00560	-0.9775402320452197
HG00565	HG00565	1.6576910107997467
HG00566	HG00566	5.266507635360649
HG00580	HG00580	-0.23132581646825523
HG00581	HG00581	1.8244016641924556
HG00583	HG00583	2.454908606568816
HG00584	HG00584	-1.549398266100451
HG00589	HG00589	1.7975946764568953
HG00590	HG00590	-0.6023223917932589
HG00592	HG00592	2.120778559287427
HG00593	HG00593	-1.4344460375213173
HG00595	HG00595	1.4991609559508554
HG00596	HG00596	-1.2665016247395604
HG00598	HG00598	5.027925071582563
HG00599	HG00599	4.571063657842461
HG00607	HG00607	1.5765687283686973
HG00608	HG00608	1.7804013446040843
HG00610	HG00610	4.553850696687806
HG00611	HG00611	3.1984981022349275
HG00613	HG00613	-0.13934879288734936
HG00614	HG00614	4.253296778722074
HG00619	HG00619	1.9099662432150026
HG00620	HG00620	1.4748719297528874
HG00622	HG00622	2.3751890275778806
HG00623	HG00623	3.8283635194746166
HG00625	HG00625	3.9780178124660392
HG00626	HG00626	-0.08104059023209581
HG00628	HG00628	2.2031780013925837
HG00629	HG00629	6.3652235543275015
HG00631	HG00631	3.1421716492843776
HG00632	HG00632	5.084328803785476
HG00634	HG00634	0.7233049934212717
HG00637	HG00637	5.571481319650298
HG00638	HG00638	-0.9270034169311044
HG00640	HG00640	4.219688384605381
HG00641	HG00641	4.371975612000622
HG00650	HG00650	0.4092098265451727
HG00651	HG00651	1.6736630877626284
HG00653	HG00653	-3.5908295668172765
HG00654	HG00654	2.715211956097773
HG00656	HG00656	-0.5819215547690413
HG00657	HG00657	0.9093774243381946
HG00662	HG00662	6.745373332392431
HG00663	HG00663	2.963005304483465
HG00671	HG00671	2.1629006568701525
HG00672	HG00672	3.1656168699986225
HG00674	HG00674	2.0402974993564564
HG00675	HG00675	4.006773689215859
HG00683	HG00683	0.21389368864326597
HG00684	HG00684	-1.044172662234854
HG00689	HG00689	2.230983819518485
HG00690	HG00690	3.137020489878556
HG00692	HG00692	-0.609362754165305
HG00693	HG00693	-1.646409378392491
HG00698	HG00698	1.103349314317194
HG00699	HG00699	-0.5340483122115434
HG00701	HG00701	1.1314581442032572
HG00704	HG00704	1.4999551155037634
HG00705	HG00705	3.900861859998142
HG00707	HG00707	-1.5112215771225093
HG00708	HG00708	0.9850986957316612
HG00717	HG00717	-2.4453562311581587
HG00728	HG00728	1.5758267923567686
HG00729	HG00729	3.3358696131768033
HG00731	HG00731	0.3124098125767808
HG00732	HG00732	2.478410928334273
HG00734	HG00734	4.220256109135616
HG00736	HG00736	2.51383683384174
HG00737	HG00737	2.331816636429167
HG00739	HG00739	-0.9101070602396085
HG00740	HG00740	3.252174069180898
HG00742	HG00742	2.3551574816430465
HG00743	HG00743	4.735662608712287
HG00759	HG00759	1.9646244388679923
HG00766	HG00766	1.2279316013550572
HG00844	HG00844	0.1683890894644014
HG00851	HG00851	-0.3055571638963891
HG00864	HG00864	4.669890926355785
HG00867	HG00867	6.785610026950654
HG00879	HG00879	6.944574124523399
HG00881	HG00881	0.7536228164752549
HG00956	HG00956	1.0922606206816006
HG00978	HG00978	4.16167447414696
HG00982	HG00982	0.8994810918299495
HG01028	HG01028	2.2254684330355907
HG01029	HG01029	4.279683310066481
HG01031	HG01031	0.3528226205034098
HG01046	HG01046	4.268599394620627
HG01047	HG01047	1.7652992786969648
HG01048	HG01048	1.2008010121724433
HG01049	HG01049	5.085400873258848
HG01051	HG01051	6.435641447844644
HG01052	HG01052	-2.2505865256553785
HG01054	HG01054	3.892160747977141
HG01055	HG01055	4.407817971094233
HG01058	HG01058	0.008276761248798836
HG01060	HG01060	0.24128769026716101
HG01061	HG01061	4.701870849260752
HG01063	HG01063	2.085369696024325
HG01064	HG01064	2.239414775824849
HG01066	HG01066	1.336567923825926
HG01067	HG01067	3.1324509529307565
HG01069	HG01069	5.072048867690562
HG01070	HG01070	0.5819757947946457
HG01072	HG01072	2.838444152005965
HG01073	HG01073	6.783786628038697
HG01075	HG01075	5.8966457393003635
HG01077	HG01077	1.1491757724543419
HG01079	HG01079	-1.6834263394944446
HG01080	HG01080	0.8626242623288787
HG01082	HG01082	-3.9392588382656024
HG01083	HG01083	-4.7715553227544145
HG01085	HG01085	0.9669653374208951
HG01086	HG01086	-1.3730485069155751
HG01088	HG01088	1.844807697817505
HG01089	HG01089	0.9662626060827366
HG01092	HG01092	0.44489815494524343
HG01094	HG01094	4.111062955115781
HG01095	HG01095	4.9370766946923155
HG01097	HG01097	0.6033758664934119
HG01098	HG01098	1.492877585359799
HG01101	HG01101	0.41442347669565593
HG01102	HG01102	3.745452691369733
HG01104	HG01104	-1.9232915903500583
HG01105	HG01105	-1.1086667581312613
HG01107	HG01107	1.6001276715005996
HG01108	HG01108	6.416151673912479
HG01110	HG01110	-5.830277594244415
HG01111	HG01111	3.0641919419492067
HG01112	HG01112	-2.0988496427055168
HG01113	HG01113	-2.3612845482154334
HG01119	HG01119	-2.1617850057773538
HG01121	HG01121	5.849437258922332
HG01122	HG01122	2.650761410580707
HG01124	HG01124	-1.2856597028997288
HG01125	HG01125	1.942207512378747
HG01130	HG01130	2.157180850380949
HG01131	HG01131	4.139503897436758
HG01133	HG01133	1.0325846331002058
HG01134	HG01134	2.521628691272695
HG01136	HG01136	6.480778891690601
HG01137	HG01137	-0.31693076478559645
HG01139	HG01139	3.1267401489274764
HG01140	HG01140	1.6117507217529772
HG01142	HG01142	-0.6175624289052919
HG01148	HG01148	-0.09675133019402349
HG01149	HG01149	6.776257074004693
HG01161	HG01161	0.7260735274364023
HG01162	HG01162	2.7782566060808884
HG01164	HG01164	1.0786793356599536
HG01167	HG01167	-3.226673674456825
HG01168	HG01168	4.517269559888896
HG01170	HG01170	-1.122920682996607
HG01171	HG01171	3.9585080573128697
HG01173	HG01173	2.1267426551425768
HG01174	HG01174	1.1067556168030612
HG01176	HG01176	-1.2859288930890203
HG01177	HG01177	2.8147181372743026
HG01182	HG01182	1.5407508657973958
HG01183	HG01183	3.199113695781502
HG01187	HG01187	-0.766291719933381
HG01188	HG01188	-0.9865354672159468
HG01190	HG01190	-0.9610492223417226
HG01191	HG01191	5.644964159621359
HG01197	HG01197	3.7888788240277673
HG01198	HG01198	2.985409409306893
HG01200	HG01200	-1.9665959068738514
HG01204	HG01204	2.447875428030248
HG01205	HG01205	-0.4448447626126383
HG01241	HG01241	4.18552651857992
HG01242	HG01242	8.230288470826446
HG01247	HG01247	1.75090918584312
HG01248	HG01248	0.9491480783369983
HG01250	HG01250	1.2996294669942237
HG01251	HG01251	2.854423743771305
HG01253	HG01253	1.6693775419717904
HG01254	HG01254	1.3977269836440829
HG01256	HG01256	-2.726723865025078
HG01257	HG01257	0.47514324765518234
HG01259	HG01259	1.1210996732007124
HG01260	HG01260	0.03097072176629201
HG01269	HG01269	0.2784975008899637
HG01271	HG01271	1.5872830132398108
HG01272	HG01272	4.238479372418672
HG01275	HG01275	1.5706861232440386
HG01277	HG01277	1.2781452649015557
HG01280	HG01280	1.0932451358262976
HG01281	HG01281	-1.487773696867098
HG01284	HG01284	-1.360173047549843
HG01286	HG01286	7.999940512783263
HG01302	HG01302	0.4136572866866352
HG01303	HG01303	1.187936757286184
HG01305	HG01305	3.9641408503808933
HG01308	HG01308	5.911415886149074
HG01311	HG01311	1.1943136489633033
HG01312	HG01312	-2.3739857681836174
HG01323	HG01323	-0.22384939817423494
HG01325	HG01325	-0.46286581010927885
HG01326	HG01326	3.164315771514767
HG01334	HG01334	2.107835413675671
HG01341	HG01341	1.741796141517528
HG01342	HG01342	0.27059533237228295
HG01344	HG01344	3.1845986715030064
HG01345	HG01345	2.572355092173635
HG01348	HG01348	2.022531863212612
HG01350	HG01350	2.3945609911958803
HG01351	HG01351	-3.828112756333158
HG01353	HG01353	1.866246059365072
HG01354	HG01354	1.8668491084226593
HG01356	HG01356	2.9271112532235932
HG01357	HG01357	2.996937982706326
HG01359	HG01359	-1.445425575300975
HG01360	HG01360	3.0451218954670787
HG01362	HG01362	-0.1901318190585396
HG01363	HG01363	2.1030453769794484
HG01365	HG01365	3.7245821794716205
HG01366	HG01366	-2.6638111278920285
HG01369	HG01369	-1.816635358629306
HG01372	HG01372	-3.0560043313374905
HG01374	HG01374	6.041229889814799
HG01375	HG01375	-2.5575301872457814
HG01377	HG01377	1.7967529229968189
HG01378	HG01378	1.806517081987383
HG01383	HG01383	1.1857525298494447
HG01384	HG01384	2.90779844680112
HG01389	HG01389	-4.6113871487895395
HG01390	HG01390	4.30484900809429
HG01392	HG01392	0.43477915506373116
HG01393	HG01393	0.880136829294386
HG01395	HG01395	3.9661382489673875
HG01396	HG01396	5.597839078551803
HG01398	HG01398	0.8233792023079425
HG01402	HG01402	4.5866661601961525
HG01403	HG01403	4.187313675148735
HG01405	HG01405	1.9284928317607912
HG01412	HG01412	2.5664274037723263
HG01413	HG01413	4.611376740528764
HG01414	HG01414	2.891131026465289
HG01431	HG01431	4.068361141518263
HG01432	HG01432	1.4767942285555198
HG01435	HG01435	-4.305836581391567
HG01437	HG01437	-0.3744622178118603
HG01438	HG01438	-1.14463992637911
HG01440	HG01440	1.8010382682713746
HG01441	HG01441	-1.397247360751802
HG01443	HG01443	1.4627846213704183
HG01444	HG01444	3.152188276518255
HG01447	HG01447	-0.7575059618251168
HG01455	HG01455	-0.45813670058710554
HG01456	HG01456	2.5005876621077334
HG01459	HG01459	5.354724224929317
HG01461	HG01461	1.3770663816345736
HG01462	HG01462	4.050146048673307
HG01464	HG01464	-2.6767125579733544
HG01465	HG01465	-0.006414749758453686
HG01468	HG01468	5.001448287250985
HG01474	HG01474	-0.36795822435081094
HG01479	HG01479	3.0183313372199394
HG01485	HG01485	3.0727158369395076
HG01486	HG01486	6.5383241007025195
HG01488	HG01488	-0.5381895009615706
HG01489	HG01489	-1.5393932904687098
HG01491	HG01491	-0.38571429505481714
HG01492	HG01492	-0.5589256619456238
HG01494	HG01494	1.1560785534244298
HG01495	HG01495	3.807252454444742
HG01497	HG01497	2.918452041124266
HG01498	HG01498	5.570291844860125
HG01500	HG01500	3.0109432254326975
HG01501	HG01501	-4.315634565737785
HG01503	HG01503	3.523980380291677
HG01504	HG01504	-0.7497000075749664
HG01506	HG01506	3.137736650144128
HG01507	HG01507	-4.538494582073903
HG01509	HG01509	-0.40873077980174966
HG01510	HG01510	0.689363109139124
HG01512	HG01512	-0.9062536032930093
HG01513	HG01513	2.7165274015558767
HG01515	HG01515	1.2043967897688166
HG01516	HG01516	2.27092415198391
HG01518	HG01518	-0.660246805651693
HG01519	HG01519	3.7383503876130475
HG01521	HG01521	0.08877946710323847
HG01522	HG01522	0.954988356302165
HG01524	HG01524	7.246314227377255
HG01525	HG01525	0.8790957771792826
HG01527	HG01527	0.031920380220379685
HG01528	HG01528	2.013298747800863
HG01530	HG01530	-3.873331824800922
HG01531	HG01531	3.492070994366749
HG01536	HG01536	3.5759998148755683
HG01537	HG01537	-1.915278747369412
HG01550	HG01550	-1.9281400321553193
HG01551	HG01551	0.6193231139740423
HG01556	HG01556	3.538379715987881
HG01565	HG01565	0.05423929348136558
HG01566	HG01566	0.8304121539897108
HG01571	HG01571	3.3379778470282475
HG01572	HG01572	-2.655673261493523
HG01577	HG01577	-0.21246652190198212
HG01578	HG01578	0.16860032012197101
HG01583	HG01583	-1.6440274505663965
HG01586	HG01586	2.943936795355599
HG01589	HG01589	7.311358318318106
HG01593	HG01593	0.378172918131867
HG01595	HG01595	4.724720571921273
HG01596	HG01596	2.3827394678934377
HG01597	HG01597	0.24260049899305125
HG01598	HG01598	0.5547487331870098
HG01599	HG01599	-0.03827920718528566
HG01600	HG01600	2.2205120488823926
HG01602	HG01602	-3.2498959708017603
HG01603	HG01603	3.253270041211165
HG01605	HG01605	3.133309305570884
HG01606	HG01606	-9.166688024499575
HG01607	HG01607	0.9080614038503166
HG01608	HG01608	-2.2960442963810737
HG01610	HG01610	-1.3880419502516717
HG01612	HG01612	2.2537509339195694
HG01613	HG01613	2.334588292657842
HG01615	HG01615	1.9332644438063316
HG01617	HG01617	4.30771560524047
HG01618	HG01618	3.4228070524158256
HG01619	HG01619	-0.8640678316753866
HG01620	HG01620	3.2751146468794152
HG01623	HG01623	6.944821607621443
HG01624	HG01624	-6.272700246145995
HG01625	HG01625	2.7955425704936325
HG01626	HG01626	0.14047303406778444
HG01628	HG01628	2.861632281992437
HG01630	HG01630	-0.5794705904249073
HG01631	HG01631	3.1496715869056806
HG01632	HG01632	-0.7260862716358314
HG01668	HG01668	2.6519778720121723
HG01669	HG01669	3.3944800334898
HG01670	HG01670	-0.6303484176128805
HG01672	HG01672	-0.5075672754584821
HG01673	HG01673	2.6946982959781143
HG01675	HG01675	-0.07960501417614907
HG01676	HG01676	-0.5649570031277777
HG01678	HG01678	-0.07323107443887134
HG01679	HG01679	2.796852455052398
HG01680	HG01680	1.0704052833004951
HG01682	HG01682	0.7815093828338108
HG01684	HG01684	-0.44209322540635043
HG01685	HG01685	2.8142938509589204
HG01686	HG01686	0.21479635899300575
HG01694	HG01694	2.493376159593274
HG01695	HG01695	1.5347357458559243
HG01697	HG01697	-0.47744570782526
HG01699	HG01699	-1.4106713789079264
HG01700	HG01700	3.487137482066792
HG01702	HG01702	1.786857122953185
HG01704	HG01704	-0.8666881367483087
HG01705	HG01705	-2.2983732802305026
HG01707	HG01707	0.9132520263028717
HG01708	HG01708	-1.2311885117902586
HG01709	HG01709	-1.4465993999347164
HG01710	HG01710	0.5211475647736115
HG01746	HG01746	6.077252618826275
HG01747	HG01747	-0.42104029918024866
HG01756	HG01756	-0.3189065486957836
HG01757	HG01757	3.5371903028992833
HG01761	HG01761	-2.20581977510005
HG01762	HG01762	-1.5377806814432482
HG01765	HG01765	1.7070178667223315
HG01766	HG01766	-0.9267731208818303
HG01767	HG01767	2.8731702924549536
HG01768	HG01768	2.3667520636999946
HG01770	HG01770	-0.3662839147130046
HG01771	HG01771	1.0862233424837628
HG01773	HG01773	1.1813914902508644
HG01775	HG01775	0.846528080919862
HG01776	HG01776	2.500264177166972
HG01777	HG01777	-5.0217739713087655
HG01779	HG01779	0.9927450334316048
HG01781	HG01781	-4.716225829656825
HG01783	HG01783	-1.4693355342026226
HG01784	HG01784	2.684407527759443
HG01785	HG01785	2.938967561245792
HG01786	HG01786	1.5416637790186183
HG01789	HG01789	3.0452042184819987
HG01790	HG01790	-1.2660467240841438
HG01791	HG01791	4.550250719624428
HG01794	HG01794	-0.2014339643564592
HG01795	HG01795	-0.3107627518668914
HG01796	HG01796	4.545037693058111
HG01797	HG01797	0.18139977914439592
HG01798	HG01798	3.1680513566009143
HG01799	HG01799	3.2386861016465804
HG01800	HG01800	1.3077197646525436
HG01801	HG01801	2.4304603991572016
HG01802	HG01802	0.9620788613181332
HG01804	HG01804	2.549669847728568
HG01805	HG01805	1.4629182299972037
HG01806	HG01806	0.05729453988253064
HG01807	HG01807	3.411434078225335
HG01808	HG01808	0.8928924623489307
HG01809	HG01809	-0.4314379715179726
HG01810	HG01810	0.985229449674799
HG01811	HG01811	1.398217400656801
HG01812	HG01812	3.764602385318663
HG01813	HG01813	3.5645126924101933
HG01815	HG01815	-2.6782197318287446
HG01816	HG01816	1.0763881585841772
HG01817	HG01817	-4.808446782309729
HG01840	HG01840	0.07570161923499176
HG01841	HG01841	2.4725497160610383
HG01842	HG01842	-0.06790089414541489
HG01843	HG01843	3.1949735229380725
HG01844	HG01844	4.611915693570454
HG01845	HG01845	-2.7658924573414243
HG01846	HG01846	-1.4793762045858323
HG01847	HG01847	0.7557987554682688
HG01848	HG01848	4.738200138562773
HG01849	HG01849	3.9495152955866777
HG01850	HG01850	-6.276715757917985
HG01851	HG01851	-0.8537377754337515
HG01852	HG01852	-0.3505023324110319
HG01853	HG01853	4.816897962138121
HG01855	HG01855	2.956324166121023
HG01857	HG01857	4.926781557265516
HG01858	HG01858	1.7570426556423333
HG01859	HG01859	1.4027836626178505
HG01860	HG01860	4.0322737391272065
HG01861	HG01861	1.1229752176072165
HG01862	HG01862	7.151920149539427
HG01863	HG01863	0.7402178848369383
HG01864	HG01864	2.1131392442946386
HG01865	HG01865	1.1644420691566402
HG01866	HG01866	-4.642492251147075
HG01867	HG01867	-0.297347167971583
HG01868	HG01868	-0.10297324915082331
HG01869	HG01869	0.21883219646592778
HG01870	HG01870	0.31190405791417714
HG01871	HG01871	-1.9984632167418044
HG01872	HG01872	2.543221057460646
HG01873	HG01873	3.5730006109314756
HG01874	HG01874	-2.261950940291659
HG01878	HG01878	1.2039584900158442
HG01879	HG01879	7.295674379272934
HG01880	HG01880	4.245563828129669
HG01882	HG01882	5.827096561157275
HG01883	HG01883	9.173994182861982
HG01885	HG01885	7.1800704823664745
HG01886	HG01886	-0.034335091322891476
HG01889	HG01889	8.005713462136017
HG01890	HG01890	4.926914079207471
HG01892	HG01892	5.4010709951687215
HG01893	HG01893	3.2940050401117134
HG01894	HG01894	7.643080407211769
HG01896	HG01896	5.620178676972486
HG01912	HG01912	6.365367169614377
HG01914	HG01914	6.921378212609122
HG01915	HG01915	7.314541345869803
HG01917	HG01917	-2.4323378456996303
HG01918	HG01918	-2.441274239941783
HG01920	HG01920	5.399932030848122
HG01921	HG01921	-4.507606034945835
HG01923	HG01923	-1.4178973447306193
HG01924	HG01924	-2.041068359316004
HG01926	HG01926	0.2347603918105987
HG01927	HG01927	0.4949727501389103
HG01932	HG01932	5.1412556618904315
HG01933	HG01933	3.4413480025816123
HG01935	HG01935	0.6931041676011557
HG01936	HG01936	-0.1479805621903375
HG01938	HG01938	1.360740819898967
HG01939	HG01939	-1.7332982630600415
HG01941	HG01941	-0.4883432927396657
HG01942	HG01942	-2.337553350022437
HG01944	HG01944	4.210989209227909
HG01945	HG01945	-4.251408924993852
HG01947	HG01947	0.6968538404890813
HG01948	HG01948	-1.2664496774629106
HG01950	HG01950	-0.9221703985126157
HG01951	HG01951	0.4910311518246421
HG01953	HG01953	-4.135312480726477
HG01954	HG01954	0.3841997814207936
HG01956	HG01956	8.166787406259548
HG01958	HG01958	2.743636850646645
HG01961	HG01961	3.2794842540269995
HG01965	HG01965	0.683624709958218
HG01967	HG01967	-0.7818347300435371
HG01968	HG01968	4.293716151955236
HG01970	HG01970	0.6325815462768482
HG01971	HG01971	5.373474704016523
HG01973	HG01973	0.9872185831850329
HG01974	HG01974	3.1338822037822
HG01976	HG01976	0.3127135567502066
HG01977	HG01977	0.5081923188671056
HG01979	HG01979	1.4827181429900054
HG01980	HG01980	5.13209944501341
HG01982	HG01982	0.2278618825297718
HG01985	HG01985	3.8092126500324803
HG01986	HG01986	8.261196617397774
HG01988	HG01988	3.681571139362414
HG01989	HG01989	5.3117213052765395
HG01990	HG01990	4.274720889345377
HG01991	HG01991	5.8549825856092435
HG01992	HG01992	0.21908472219113917
HG01997	HG01997	2.329668068693105
HG02002	HG02002	2.287288242117835
HG02003	HG02003	-1.8088751463547892
HG02006	HG02006	-2.319518043144347
