FID	IID	phenotype
HG00160	HG00160	-3.0852249326462844
HG00171	HG00171	4.841557192306902
HG00173	HG00173	0.8138877777347724
HG00174	HG00174	3.5687551569040714
HG00176	HG00176	0.8049968725130408
HG00177	HG00177	5.68305304975943
HG00178	HG00178	2.235573613830758
HG00179	HG00179	1.7868651197400938
HG00180	HG00180	4.361373258757343
HG00181	HG00181	5.163825720562188
HG00182	HG00182	2.6077208883914658
HG00183	HG00183	-2.558659335269353
HG00185	HG00185	2.1373936801219857
HG00186	HG00186	6.983311389780906
HG00187	HG00187	0.07282302005845143
HG00188	HG00188	-1.3559027857057127
HG00189	HG00189	0.42900976402802293
HG00190	HG00190	-0.4879801381839505
HG00231	HG00231	-1.2169520547938901
HG00232	HG00232	-4.121737491044128
HG00233	HG00233	-1.5682745526831807
HG00234	HG00234	2.3053426836774893
HG00235	HG00235	-0.6339401105089733
HG00236	HG00236	-0.5299312348239815
HG00237	HG00237	3.638096589109359
HG00238	HG00238	5.346075800981557
HG00239	HG00239	0.4863758278127879
HG00240	HG00240	2.912951796712241
HG00242	HG00242	4.5219908390809165
HG00243	HG00243	0.8882032851811484
HG00244	HG00244	2.0988199099463536
HG00245	HG00245	2.7475913160838976
HG00246	HG00246	0.9220010906166991
HG00250	HG00250	0.09097171495610779
HG00251	HG00251	2.12135590734304
HG00252	HG00252	1.6724228164189012
HG00253	HG00253	-1.357184296721126
HG00254	HG00254	-1.9364027588032
HG00255	HG00255	-1.6491436381880744
HG00256	HG00256	2.1572718299176232
HG00257	HG00257	3.052404712059193
HG00258	HG00258	-2.319502847474252
HG00259	HG00259	2.1714445877789963
HG00260	HG00260	0.6093085161881693
HG00261	HG00261	-0.15480489402895325
HG00262	HG00262	-0.8364854091879517
HG00263	HG00263	2.8358823820611962
HG00264	HG00264	2.932565240319553
HG00265	HG00265	4.645270152268243
HG00266	HG00266	-0.1982476465454477
HG00267	HG00267	-1.5386318870128797
HG00268	HG00268	-1.5060015599968581
HG00269	HG00269	0.29513944375399537
HG00271	HG00271	2.2167793941699
HG00272	HG00272	2.004922931666343
HG00273	HG00273	6.334251854996442
HG00274	HG00274	3.58862308359169
HG00275	HG00275	0.8347607852069181
HG00276	HG00276	3.169086635376586
HG00277	HG00277	-1.2409655979742598
HG00278	HG00278	1.310858015168475
HG00280	HG00280	3.4243960840257692
HG00281	HG00281	2.3432528153476584
HG00282	HG00282	8.292451920436424
HG00284	HG00284	1.801276776141211
HG00285	HG00285	1.3238905107321837
HG00288	HG00288	3.836091077365024
HG00290	HG00290	2.021660196862808
HG00304	HG00304	-0.4976920054388936
HG00306	HG00306	4.080097909943235
HG00308	HG00308	4.434126437777601
HG00309	HG00309	3.0474728990906
HG00310	HG00310	4.0104165476366616
HG00311	HG00311	3.1458808455988354
HG00313	HG00313	0.8049112986239741
HG00315	HG00315	-3.573351587458368
HG00318	HG00318	-5.141552199578392
HG00319	HG00319	1.5494560063004514
HG00320	HG00320	4.4506423953955885
HG00321	HG00321	0.8334313780767945
HG00323	HG00323	2.0497281719953055
HG00324	HG00324	6.511300754195717
HG00325	HG00325	5.840970357737329
HG00326	HG00326	2.9173763950651797
HG00327	HG00327	4.418829408839726
HG00328	HG00328	-2.421420474355819
HG00329	HG00329	0.20955266793640792
HG00330	HG00330	2.9567960075644937
HG00331	HG00331	-0.2676959833786452
HG00332	HG00332	-3.2394776877969678
HG00334	HG00334	5.006202457434322
HG00335	HG00335	1.6112905463290406
HG00336	HG00336	-2.254431731029653
HG00337	HG00337	2.495057557701228
HG00338	HG00338	-2.5550131923676
HG00339	HG00339	1.148098618141622
HG00341	HG00341	0.16795655705639623
HG00342	HG00342	8.016597529879057
HG00343	HG00343	-0.9905924041409415
HG00344	HG00344	0.5849170142854586
HG00345	HG00345	-0.33533126762431065
HG00346	HG00346	-4.179290049989616
HG00349	HG00349	1.3720147393268274
HG00350	HG00350	-1.239822919717596
HG00351	HG00351	3.665959586790226
HG00353	HG00353	5.83243023466119
HG00355	HG00355	0.02570156352580648
HG00356	HG00356	6.754117457088491
HG00357	HG00357	3.041534388206743
HG00358	HG00358	-1.1284541267102137
HG00360	HG00360	4.954162935257108
HG00361	HG00361	0.9588106766883744
HG00362	HG00362	1.7425901902413663
HG00364	HG00364	-0.4062071175610815
HG00365	HG00365	7.146354439647212
HG00366	HG00366	3.4016366106336138
HG00367	HG00367	0.5836897229446978
HG00368	HG00368	0.9027623568513267
HG00369	HG00369	0.12557006044423286
HG00371	HG00371	1.924837623255497
HG00372	HG00372	3.736053077155873
HG00373	HG00373	3.8802750193614957
HG00375	HG00375	-4.776941787459844
HG00376	HG00376	3.407321689276859
HG00378	HG00378	-4.00967098021004
HG00379	HG00379	-1.666986881129293
HG00380	HG00380	5.958514706255788
HG00381	HG00381	1.2961286423851068
HG00382	HG00382	3.240936565372401
HG00383	HG00383	1.184839014840243
HG00384	HG00384	3.0526609964610216
HG00403	HG00403	3.7272352480352615
HG00404	HG00404	2.261967012917228
HG00406	HG00406	0.950324791175611
HG00407	HG00407	3.523413930144264
HG00409	HG00409	3.8014165808701783
HG00410	HG00410	5.981556320601895
HG00419	HG00419	5.11197435436471
HG00421	HG00421	-1.7466084669857067
HG00422	HG00422	3.096048749266649
HG00428	HG00428	0.03714412597714056
HG00436	HG00436	2.568018014278579
HG00437	HG00437	1.564721362928438
HG00442	HG00442	4.156399393873513
HG00443	HG00443	1.8161426278357058
HG00445	HG00445	2.799600684462892
HG00446	HG00446	2.5092611516015024
HG00448	HG00448	2.5147320083408076
HG00449	HG00449	2.722682130906945
HG00451	HG00451	-1.6408094389067402
HG00452	HG00452	5.888125947274667
HG00457	HG00457	3.895486610112667
HG00458	HG00458	5.044647806435272
HG00463	HG00463	-3.592488513215229
HG00464	HG00464	3.7671401599781333
HG00472	HG00472	7.586252389330785
HG00473	HG00473	6.411213389550461
HG00475	HG00475	2.3668818036405908
HG00476	HG00476	3.4642206169497585
HG00478	HG00478	0.04320896967125876
HG00479	HG00479	-1.1680512420129152
HG00500	HG00500	-0.6186185301340865
HG00513	HG00513	-0.762650608056342
HG00524	HG00524	4.856285214923476
HG00525	HG00525	0.4613914507145085
HG00530	HG00530	2.2544085252300143
HG00531	HG00531	2.9548054920074702
HG00533	HG00533	0.9909240084657998
HG00534	HG00534	5.161397369130558
HG00536	HG00536	3.6898837387957966
HG00537	HG00537	2.787386397511992
HG00542	HG00542	-0.8649671838132013
HG00543	HG00543	3.8106369691684328
HG00551	HG00551	1.3003268142854139
HG00553	HG00553	4.042040776400331
HG00554	HG00554	-0.2208603810285505
HG00556	HG00556	-0.5432159955619245
HG00557	HG00557	1.0568951588386981
HG00559	HG00559	5.155681462924568
HG00560	HG00560	-0.22425334555870702
HG00565	HG00565	2.4229124332671397
HG00566	HG00566	6.020339957663478
HG00580	HG00580	0.5370681409307428
HG00581	HG00581	2.5807209736577583
HG00583	HG00583	3.193348630055215
HG00584	HG00584	-0.7497743552185707
HG00589	HG00589	2.548889971614104
HG00590	HG00590	0.1495633751651001
HG00592	HG00592	2.884313634322721
HG00593	HG00593	-0.6901963719913957
HG00595	HG00595	2.319306263921873
HG00596	HG00596	-0.46316975110638736
HG00598	HG00598	5.774171332440104
HG00599	HG00599	5.3161640030859045
HG00607	HG00607	2.34165504288159
HG00608	HG00608	2.5807108032550974
HG00610	HG00610	5.299531505735771
HG00611	HG00611	3.9984672890005317
HG00613	HG00613	0.5726651154984079
HG00614	HG00614	5.004001602078132
HG00619	HG00619	2.6913655922342556
HG00620	HG00620	2.232622382736232
HG00622	HG00622	3.0807577861341313
HG00623	HG00623	4.5387961643928865
HG00625	HG00625	4.761884132654506
HG00626	HG00626	0.6767949307226013
HG00628	HG00628	2.9678740040369194
HG00629	HG00629	7.1732691943732485
HG00631	HG00631	3.916640460637584
HG00632	HG00632	5.878588428473854
HG00634	HG00634	1.4712275937142818
HG00637	HG00637	5.623636485052588
HG00638	HG00638	-0.60536492788104
HG00640	HG00640	4.684022891200593
HG00641	HG00641	4.655890458954643
HG00650	HG00650	1.181076558774666
HG00651	HG00651	2.453741381226765
HG00653	HG00653	-2.8113617611475497
HG00654	HG00654	3.472477021244579
HG00656	HG00656	0.19204685675268252
HG00657	HG00657	1.6615634311954435
HG00662	HG00662	7.4919548611370645
HG00663	HG00663	3.7796127856458934
HG00671	HG00671	2.9493740601806477
HG00672	HG00672	3.894569312680095
HG00674	HG00674	2.8187945293531054
HG00675	HG00675	4.717481554041445
HG00683	HG00683	0.9814169503354829
HG00684	HG00684	-0.3008787603830658
HG00689	HG00689	3.003280895603054
HG00690	HG00690	3.9003554049812568
HG00692	HG00692	0.10533329731720353
HG00693	HG00693	-0.8820436396369346
HG00698	HG00698	1.863731870414142
HG00699	HG00699	0.2130286123662597
HG00701	HG00701	1.8849301786274189
HG00704	HG00704	2.2162024064638706
HG00705	HG00705	4.66727923806278
HG00707	HG00707	-0.7696390426943945
HG00708	HG00708	1.73079451677457
HG00717	HG00717	-1.7353839540848537
HG00728	HG00728	2.3333670774108906
HG00729	HG00729	4.0825362098927895
HG00731	HG00731	0.8173032267132213
HG00732	HG00732	3.060491016477036
HG00734	HG00734	4.453399888787494
HG00736	HG00736	3.0189554279023483
HG00737	HG00737	2.5128372684342346
HG00739	HG00739	-0.3789126309603975
HG00740	HG00740	3.178841466842925
HG00742	HG00742	2.669538171537275
HG00743	HG00743	5.171470822114122
HG00759	HG00759	2.7437169446641065
HG00766	HG00766	1.9808381839696425
HG00844	HG00844	0.8889748469634704
HG00851	HG00851	0.42410584654578976
HG00864	HG00864	5.385112397661351
HG00867	HG00867	7.481966424609294
HG00879	HG00879	7.66549514990956
HG00881	HG00881	1.4826753391230238
HG00956	HG00956	1.7974540793642384
HG00978	HG00978	4.849153778795083
HG00982	HG00982	1.6440910452385393
HG01028	HG01028	3.0208989933296406
HG01029	HG01029	5.037663946972309
HG01031	HG01031	1.1461915334917472
HG01046	HG01046	5.009226165370609
HG01047	HG01047	2.21831424070419
HG01048	HG01048	1.5347268190845837
HG01049	HG01049	5.224451470197904
HG01051	HG01051	6.239487208068552
HG01052	HG01052	-2.0795708878809913
HG01054	HG01054	4.3472903996722145
HG01055	HG01055	4.6621721984032005
HG01058	HG01058	0.4528825040879443
HG01060	HG01060	0.711723572007651
HG01061	HG01061	5.065984276806795
HG01063	HG01063	1.579190238653501
HG01064	HG01064	2.5135177828831425
HG01066	HG01066	1.856578416871482
HG01067	HG01067	3.606302063521121
HG01069	HG01069	5.594946667763777
HG01070	HG01070	1.0798210773046417
HG01072	HG01072	3.396520060232467
HG01073	HG01073	7.23028738503967
HG01075	HG01075	6.407363807475272
HG01077	HG01077	1.5040468151128854
HG01079	HG01079	-1.1455866004531334
HG01080	HG01080	1.1988123768791559
HG01082	HG01082	-3.402144678979942
HG01083	HG01083	-4.638490508599563
HG01085	HG01085	1.204340998447629
HG01086	HG01086	-0.8860989303362996
HG01088	HG01088	1.9246129563082452
HG01089	HG01089	1.3902238534742006
HG01092	HG01092	0.6790797638476185
HG01094	HG01094	4.197400433006706
HG01095	HG01095	5.127088510869477
HG01097	HG01097	1.001588039756232
HG01098	HG01098	1.8088500471179765
HG01101	HG01101	0.7381636450379507
HG01102	HG01102	3.5228573244980548
HG01104	HG01104	-1.6983173383469787
HG01105	HG01105	-0.7865869164298285
HG01107	HG01107	1.3141351487787887
HG01108	HG01108	5.418259326132753
HG01110	HG01110	-5.345309100597983
HG01111	HG01111	3.515534567719614
HG01112	HG01112	-1.600571013941456
HG01113	HG01113	-1.8415242550856192
HG01119	HG01119	-1.6206326198516214
HG01121	HG01121	6.317633351017101
HG01122	HG01122	3.0708160364877797
HG01124	HG01124	-0.9164326894757564
HG01125	HG01125	1.9122921514594193
HG01130	HG01130	2.6121003341468003
HG01131	HG01131	4.617156045147071
HG01133	HG01133	1.6317483714898144
HG01134	HG01134	2.7228404564781195
HG01136	HG01136	6.719064780010803
HG01137	HG01137	0.09663117330797855
HG01139	HG01139	3.258132626845509
HG01140	HG01140	2.2196614491969164
HG01142	HG01142	-0.6050388801165076
HG01148	HG01148	0.40866750376547456
HG01149	HG01149	7.1972124196084355
HG01161	HG01161	0.8739631869987816
HG01162	HG01162	3.098845756684332
HG01164	HG01164	1.3876682173699477
HG01167	HG01167	-3.424996146702735
HG01168	HG01168	5.050915948342375
HG01170	HG01170	-0.7730491350544146
HG01171	HG01171	4.217971867301115
HG01173	HG01173	2.5534996363925386
HG01174	HG01174	1.4210712547191968
HG01176	HG01176	-1.1615790423992856
HG01177	HG01177	3.202313327312538
HG01182	HG01182	1.96142999069416
HG01183	HG01183	3.527333943815068
HG01187	HG01187	-0.4660102956910305
HG01188	HG01188	-0.8483080279996816
HG01190	HG01190	-0.7876266613779
HG01191	HG01191	6.088652669569394
HG01197	HG01197	4.27931518663282
HG01198	HG01198	2.8374822040896817
HG01200	HG01200	-1.4868976242526029
HG01204	HG01204	2.908966843317616
HG01205	HG01205	0.07115252378442014
HG01241	HG01241	3.2532716166958795
HG01242	HG01242	7.257165914705151
HG01247	HG01247	1.7870166787696857
HG01248	HG01248	1.2971401245121388
HG01250	HG01250	1.8800282117032028
HG01251	HG01251	3.4914327214160075
HG01253	HG01253	2.1925255419607477
HG01254	HG01254	1.4987932301748923
HG01256	HG01256	-2.1679273810412396
HG01257	HG01257	0.8072405935830824
HG01259	HG01259	1.653059714222093
HG01260	HG01260	0.2583629057550998
HG01269	HG01269	0.8565093384027667
HG01271	HG01271	2.0356007220289007
HG01272	HG01272	4.254931109924584
HG01275	HG01275	2.121140942037048
HG01277	HG01277	1.709117113932103
HG01280	HG01280	1.5347624109055273
HG01281	HG01281	-0.9690792553783438
HG01284	HG01284	-0.9122021158439713
HG01286	HG01286	7.939036341059845
HG01302	HG01302	0.7447663429473554
HG01303	HG01303	1.6012915298495247
HG01305	HG01305	3.73418009838961
HG01308	HG01308	6.129638743625778
HG01311	HG01311	1.5474187806165416
HG01312	HG01312	-2.0178762359421523
HG01323	HG01323	0.2551428202847906
HG01325	HG01325	-0.23410703418069012
HG01326	HG01326	3.2729215423065376
HG01334	HG01334	2.649673347370535
HG01341	HG01341	2.451673342622851
HG01342	HG01342	0.6711253576545342
HG01344	HG01344	3.7056750161896224
HG01345	HG01345	3.126577921697714
HG01348	HG01348	2.5466906708611656
HG01350	HG01350	2.938285432255437
HG01351	HG01351	-3.2795244289115812
HG01353	HG01353	2.4445831567683394
HG01354	HG01354	2.426756480032391
HG01356	HG01356	3.1999157227191874
HG01357	HG01357	3.566958434910338
HG01359	HG01359	-0.9012307583998239
HG01360	HG01360	3.2808737590406487
HG01362	HG01362	0.23870332269157335
HG01363	HG01363	2.043616884359075
HG01365	HG01365	3.8436948455250493
HG01366	HG01366	-2.130194763428438
HG01369	HG01369	-1.2636234966974165
HG01372	HG01372	-2.6481949897066497
HG01374	HG01374	6.56185587465308
HG01375	HG01375	-2.1010929907910416
HG01377	HG01377	2.353983155508114
HG01378	HG01378	2.422759466625522
HG01383	HG01383	1.7339255254108894
HG01384	HG01384	3.178630340161007
HG01389	HG01389	-4.0622183575634425
HG01390	HG01390	4.3255942762342965
HG01392	HG01392	0.5652984352758252
HG01393	HG01393	1.078288149130458
HG01395	HG01395	4.368428680856797
HG01396	HG01396	5.579201979234365
HG01398	HG01398	1.1090269338783907
HG01402	HG01402	4.760065202367895
HG01403	HG01403	4.560692005574694
HG01405	HG01405	2.2109059788205303
HG01412	HG01412	2.8915101448624916
HG01413	HG01413	4.697243342178263
HG01414	HG01414	3.193877920677358
HG01431	HG01431	4.447066228150363
HG01432	HG01432	2.066625510087962
HG01435	HG01435	-3.7350705334386447
HG01437	HG01437	0.12905009278968593
HG01438	HG01438	-0.6663672828777578
HG01440	HG01440	1.8831428639877814
HG01441	HG01441	-0.8378954329550167
HG01443	HG01443	1.9397792437021617
HG01444	HG01444	3.2358721341028236
HG01447	HG01447	-0.2538785592623294
HG01455	HG01455	0.10300165460807531
HG01456	HG01456	3.198760511154659
HG01459	HG01459	5.950169992571003
HG01461	HG01461	1.6836453377561433
HG01462	HG01462	4.471802454440959
HG01464	HG01464	-2.584371783304122
HG01465	HG01465	0.5623647108634797
HG01468	HG01468	5.539278018295666
HG01474	HG01474	0.17059708644952165
HG01479	HG01479	3.3589289750852487
HG01485	HG01485	3.177521571410993
HG01486	HG01486	7.1576839762908
HG01488	HG01488	-0.25814124350542206
HG01489	HG01489	-0.9908600070285971
HG01491	HG01491	0.10085647885202542
HG01492	HG01492	0.03179132728854411
HG01494	HG01494	1.062513785099918
HG01495	HG01495	3.9500950813067797
HG01497	HG01497	3.50972447417138
HG01498	HG01498	6.055779753531637
HG01500	HG01500	3.5692443135833667
HG01501	HG01501	-3.7849505442866866
HG01503	HG01503	4.034087960672175
HG01504	HG01504	-0.15067137713985823
HG01506	HG01506	3.681801363089094
HG01507	HG01507	-4.014280730443886
HG01509	HG01509	0.08681666668207466
HG01510	HG01510	1.2457826939234158
HG01512	HG01512	-0.3795577684988345
HG01513	HG01513	3.3016849486622637
HG01515	HG01515	1.7479811188755578
HG01516	HG01516	2.8327330429532784
HG01518	HG01518	-0.0778864936032988
HG01519	HG01519	4.319754935983308
HG01521	HG01521	0.6575789437184311
HG01522	HG01522	1.5377640002106907
HG01524	HG01524	7.7702678710949
HG01525	HG01525	1.3275500951223673
HG01527	HG01527	0.5243623453500176
HG01528	HG01528	2.5390838549017376
HG01530	HG01530	-3.402705290724637
HG01531	HG01531	3.9670359949819956
HG01536	HG01536	4.0753372896830475
HG01537	HG01537	-1.3751171531100175
HG01550	HG01550	-1.363193634242549
HG01551	HG01551	0.31328557480266683
HG01556	HG01556	3.5490052982558313
HG01565	HG01565	0.7471579442977141
HG01566	HG01566	1.5152743675191758
HG01571	HG01571	4.082212500563225
HG01572	HG01572	-1.8675835667273357
HG01577	HG01577	0.4080442732987106
HG01578	HG01578	0.8908674210548243
HG01583	HG01583	-1.0847005427611858
HG01586	HG01586	3.4775681718141347
HG01589	HG01589	7.857719866489581
HG01593	HG01593	0.9355532705926071
HG01595	HG01595	5.526180950184698
HG01596	HG01596	3.1048964808633652
HG01597	HG01597	0.9439258669783219
HG01598	HG01598	1.3401562848564454
HG01599	HG01599	0.7025176995074
HG01600	HG01600	2.9334917289429123
HG01602	HG01602	-2.763244632522049
HG01603	HG01603	3.742104123555807
HG01605	HG01605	3.608386896148214
HG01606	HG01606	-8.601441386687913
HG01607	HG01607	1.3754663638115114
HG01608	HG01608	-1.786567219788245
HG01610	HG01610	-0.8823428923865428
HG01612	HG01612	2.789889313533837
HG01613	HG01613	2.8833767800120107
HG01615	HG01615	2.463082773548963
HG01617	HG01617	4.817873225604117
HG01618	HG01618	3.9555527211726353
HG01619	HG01619	-0.318401839269674
HG01620	HG01620	3.7611184677771874
HG01623	HG01623	7.410288018635471
HG01624	HG01624	-5.808180591613134
HG01625	HG01625	3.336119496613158
HG01626	HG01626	0.6376602907993798
HG01628	HG01628	3.0824166862065057
HG01630	HG01630	-0.17972369087892748
HG01631	HG01631	3.640421700205073
HG01632	HG01632	-0.25416019919718374
HG01668	HG01668	3.172253576968415
HG01669	HG01669	3.7980484865488187
HG01670	HG01670	-0.16162640529522135
HG01672	HG01672	0.02800565234620908
HG01673	HG01673	3.1883732462925276
HG01675	HG01675	0.46999912490333795
HG01676	HG01676	-0.010278809757048313
HG01678	HG01678	0.4621166734416522
HG01679	HG01679	3.3569149506098896
HG01680	HG01680	1.5317774228933252
HG01682	HG01682	1.2976768051735736
HG01684	HG01684	0.1527970984223893
HG01685	HG01685	3.2877151180940407
HG01686	HG01686	0.7203853288952085
HG01694	HG01694	2.9507145761445166
HG01695	HG01695	2.0187404694269198
HG01697	HG01697	0.03719049103016342
HG01699	HG01699	-0.9309796014844871
HG01700	HG01700	4.105191314094901
HG01702	HG01702	2.352208844729457
HG01704	HG01704	-0.29452597326554725
HG01705	HG01705	-1.782045729944665
HG01707	HG01707	1.3801200572448846
HG01708	HG01708	-0.7744735934290449
HG01709	HG01709	-1.006619353137804
HG01710	HG01710	1.0849630590672286
HG01746	HG01746	6.573010233239323
HG01747	HG01747	0.05284183619966787
HG01756	HG01756	0.15886019057593892
HG01757	HG01757	3.968115114345671
HG01761	HG01761	-1.6631862056731275
HG01762	HG01762	-1.0518474169217158
HG01765	HG01765	2.2383574119526726
HG01766	HG01766	-0.47026536805085073
HG01767	HG01767	3.408067680487142
HG01768	HG01768	2.912908447940561
HG01770	HG01770	0.11106449029959764
HG01771	HG01771	1.6208505146069503
HG01773	HG01773	1.7738098389120762
HG01775	HG01775	1.37130238036114
HG01776	HG01776	3.01460514012182
HG01777	HG01777	-4.46864201341732
HG01779	HG01779	1.5304596725150452
HG01781	HG01781	-4.207139064932553
HG01783	HG01783	-0.9753743551846011
HG01784	HG01784	3.220105555522005
HG01785	HG01785	3.5240050123926228
HG01786	HG01786	2.043129454309397
HG01789	HG01789	3.616315542318645
HG01790	HG01790	-0.6503797992522108
HG01791	HG01791	5.1145816257444725
HG01794	HG01794	0.5508220984771975
HG01795	HG01795	0.4419136468252114
HG01796	HG01796	5.237130684152512
HG01797	HG01797	0.8883896732220593
HG01798	HG01798	3.9233398424133608
HG01799	HG01799	3.9915276322830726
HG01800	HG01800	1.99782116441764
HG01801	HG01801	3.106630667613799
HG01802	HG01802	1.7184281947733244
HG01804	HG01804	3.27287770034461
HG01805	HG01805	2.1870518223014903
HG01806	HG01806	0.83124793940931
HG01807	HG01807	4.135652738500973
HG01808	HG01808	1.554941447561065
HG01809	HG01809	0.3009522180057911
HG01810	HG01810	1.6888966888714123
HG01811	HG01811	2.179531681704702
HG01812	HG01812	4.53577856578071
HG01813	HG01813	4.338165852038083
HG01815	HG01815	-1.9710146658235432
HG01816	HG01816	1.8287943413672791
HG01817	HG01817	-4.025080861952746
HG01840	HG01840	0.8110892037493412
HG01841	HG01841	3.2059206892545093
HG01842	HG01842	0.6709094252162815
HG01843	HG01843	3.9151589605719552
HG01844	HG01844	5.362320277027623
HG01845	HG01845	-1.9833021567232407
HG01846	HG01846	-0.7328046838378276
HG01847	HG01847	1.4946641188114282
HG01848	HG01848	5.4975368590119205
HG01849	HG01849	4.7013710385551475
HG01850	HG01850	-5.549434650673667
HG01851	HG01851	-0.16010855685669634
HG01852	HG01852	0.3711843047173007
HG01853	HG01853	5.598497471089967
HG01855	HG01855	3.6339155700990338
HG01857	HG01857	5.652636524990106
HG01858	HG01858	2.519166603152844
HG01859	HG01859	2.147363592036551
HG01860	HG01860	4.784845053854697
HG01861	HG01861	1.8882616920527022
HG01862	HG01862	7.875148018148728
HG01863	HG01863	1.4644565611058364
HG01864	HG01864	2.8089502061369616
HG01865	HG01865	1.9040230042588213
HG01866	HG01866	-3.893864087091674
HG01867	HG01867	0.44651218568978135
HG01868	HG01868	0.657129083040494
HG01869	HG01869	0.9829177113158535
HG01870	HG01870	1.0180282602833743
HG01871	HG01871	-1.2916384546085307
HG01872	HG01872	3.2404931868109004
HG01873	HG01873	4.273870615070096
HG01874	HG01874	-1.5271037875953115
HG01878	HG01878	1.9591368878653643
HG01879	HG01879	6.005883797793964
HG01880	HG01880	3.5732666387012824
HG01882	HG01882	4.208568310385251
HG01883	HG01883	7.971478335992042
HG01885	HG01885	5.5856214714854335
HG01886	HG01886	-1.045297882700965
HG01889	HG01889	6.242789835991125
HG01890	HG01890	3.357089744033731
HG01892	HG01892	5.950314846369541
HG01893	HG01893	3.856129182974917
HG01894	HG01894	6.145809043604814
HG01896	HG01896	3.938149687585211
HG01912	HG01912	5.033052610455943
HG01914	HG01914	5.618507179535175
HG01915	HG01915	5.868415849038773
HG01917	HG01917	-1.6257033331786666
HG01918	HG01918	-1.6563470721105717
HG01920	HG01920	6.28525441686986
HG01921	HG01921	-3.7785585162963806
HG01923	HG01923	-0.5649908597923804
HG01924	HG01924	-1.6562643995377833
HG01926	HG01926	1.0228500865767858
HG01927	HG01927	1.3789540646122718
HG01932	HG01932	5.871023756297222
HG01933	HG01933	3.8110138666577957
HG01935	HG01935	1.4281214562402074
HG01936	HG01936	0.5656996776342597
HG01938	HG01938	2.1688314959295476
HG01939	HG01939	-1.0464544661979018
HG01941	HG01941	0.22672305461814068
HG01942	HG01942	-1.653266596299178
HG01944	HG01944	4.987159380008161
HG01945	HG01945	-3.5121482457838202
HG01947	HG01947	1.3454520782309403
HG01948	HG01948	-0.5498370946258203
HG01950	HG01950	-0.336347319630356
HG01951	HG01951	1.3633781702160133
HG01953	HG01953	-3.3227132022142305
HG01954	HG01954	1.2282541933400901
HG01956	HG01956	6.414642392484811
HG01958	HG01958	1.19543979618962
HG01961	HG01961	4.11009792647265
HG01965	HG01965	1.0489951418809473
HG01967	HG01967	-0.20817637106464004
HG01968	HG01968	5.122173101127193
HG01970	HG01970	1.2995844898206688
HG01971	HG01971	5.789237400568963
HG01973	HG01973	1.5545819122838678
HG01974	HG01974	3.9421480197538
HG01976	HG01976	0.9635836097270006
HG01977	HG01977	1.2290983322583238
HG01979	HG01979	2.2833278415399088
HG01980	HG01980	5.836677411903324
HG01982	HG01982	1.0022306139166823
HG01985	HG01985	2.525707090436943
HG01986	HG01986	6.649899144190684
HG01988	HG01988	2.8952128123456893
HG01989	HG01989	3.922916609141939
HG01990	HG01990	2.677124363524305
HG01991	HG01991	6.582914212634489
HG01992	HG01992	1.0658162732088723
HG01997	HG01997	3.1509392762849595
HG02002	HG02002	3.0991519328778008
HG02003	HG02003	-0.9693893848969362
HG02006	HG02006	-2.3438468402650274
HG02008	HG02008	4.047328770715412
HG02009	HG02009	3.159620005541501
HG02010	HG02010	6.420082792774922
HG02012	HG02012	6.246553338697093
HG02013	HG02013	7.420850359345307
